,root:Host-associated,Unknown
SRR996572,0.9999758,2.4199486e-05
ERR2003284,0.9999758,2.4199486e-05
SRR6409174,0.9999758,2.4199486e-05
SRR5870070,0.9999758,2.4199486e-05
DRR048186,0.9999758,2.4199486e-05
SRR6931184,0.9999758,2.4199486e-05
ERR2730333,0.9999758,2.4199486e-05
SRR6264663,0.9999758,2.4199486e-05
SRR1583590,0.9999758,2.4199486e-05
ERR444008,0.9999758,2.4199486e-05
ERR1398197,0.9999758,2.4199486e-05
SRR996877,0.9999758,2.4199486e-05
SRR5869179,0.9999758,2.4199486e-05
SRR6932009,0.9999758,2.4199486e-05
ERR1314062,0.99997574,2.425909e-05
SRR1632305,0.9999758,2.4199486e-05
ERR1384554,0.9999758,2.4199486e-05
SRR1949120,0.9999758,2.4199486e-05
ERR500621,0.9999758,2.4199486e-05
ERR1701224,0.9999758,2.4199486e-05
DRR029218,0.9999758,2.4199486e-05
ERR561560,0.9999758,2.4199486e-05
SRR6931373,0.9999758,2.4199486e-05
ERR2784798,0.9999758,2.4199486e-05
SRR5196359,0.9999758,2.4199486e-05
SRR995602,0.9999758,2.4199486e-05
SRR2761182,0.9999758,2.4199486e-05
SRR996696,0.9999758,2.4199486e-05
ERR522288,0.9999758,2.4199486e-05
ERR532021,0.9999758,2.4199486e-05
SRR2761253,0.9999758,2.4199486e-05
ERR1315534,0.9999758,2.4199486e-05
SRR6408914,0.9999758,2.4199486e-05
SRR920248,0.9999758,2.4199486e-05
SRR2154937,0.9999758,2.4199486e-05
SRR996565,0.9999758,2.4199486e-05
ERR498984,0.9999758,2.4199486e-05
SRR5178171,0.9999758,2.4199486e-05
SRR996745,0.9999758,2.4199486e-05
SRR7449125,0.9999758,2.4199486e-05
SRR6443940,0.9999758,2.4199486e-05
SRR2761296,0.9999758,2.4199486e-05
ERR451294,0.9999758,2.4199486e-05
SRR6874317,0.9999758,2.4199486e-05
SRR7441370,0.9999758,2.4199486e-05
SRR5635171,0.9999758,2.4199486e-05
ERR866949,0.9999758,2.4199486e-05
ERR499601,0.9999758,2.4199486e-05
ERR1384391,0.9999758,2.4199486e-05
ERR500868,0.9999758,2.4199486e-05
DRR042723,0.9999758,2.4199486e-05
SRR6412143,0.9999758,2.4199486e-05
SRR5644030,0.9999758,2.4199486e-05
SRR6148466,0.9999758,2.4199486e-05
ERR2738894,0.9999758,2.4199486e-05
SRR6436938,0.9999758,2.4199486e-05
ERR500660,0.9999758,2.4199486e-05
ERR2739281,0.9999758,2.4199486e-05
ERR441349,0.9999758,2.4199486e-05
DRR030581,0.9999758,2.4199486e-05
SRR6364994,0.9999758,2.4199486e-05
ERR1558869,0.9999758,2.4199486e-05
SRR6264168,0.9999759,2.4080276e-05
SRR2155012,0.9999758,2.4199486e-05
SRR3214695,0.9999758,2.4199486e-05
ERR531777,0.9999758,2.4199486e-05
SRR921076,0.9999758,2.4199486e-05
ERR579539,0.9999758,2.4199486e-05
ERR499068,0.9999758,2.4199486e-05
SRR6038512,0.9999758,2.4199486e-05
SRR3037143,0.9999758,2.4199486e-05
ERR1384248,0.9999758,2.4199486e-05
SRR3647673,0.9999758,2.4199486e-05
ERR1384584,0.99997574,2.425909e-05
SRR6932300,0.9999758,2.4199486e-05
ERR1311420,0.9999758,2.4199486e-05
DRR029212,0.9999758,2.4199486e-05
SRR1624842,0.9999758,2.4199486e-05
SRR6028547,0.9999758,2.4199486e-05
ERR2003268,0.9999758,2.4199486e-05
ERR1310009,0.9999758,2.4199486e-05
SRR7448770,0.9999758,2.4199486e-05
SRR6411801,0.9999758,2.4199486e-05
ERR1600438,0.9999758,2.4199486e-05
SRR3201910,0.9999758,2.4199486e-05
ERR719070,0.9999758,2.4199486e-05
SRR6444955,0.9999758,2.4199486e-05
DRR047626,0.9999758,2.4199486e-05
ERR1385052,0.9999758,2.4199486e-05
SRR2010312,0.9999758,2.4199486e-05
ERR1383164,0.9999759,2.4080276e-05
ERR525928,0.9999758,2.4199486e-05
ERR521450,0.99997574,2.425909e-05
SRR1949189,0.9999758,2.4199486e-05
SRR5525247,0.9999758,2.4199486e-05
SRR1145302,0.9999758,2.4199486e-05
SRR6409040,0.9999758,2.4199486e-05
ERR444574,0.9999758,2.4199486e-05
SRR5947860,0.9999758,2.4199486e-05
SRR920652,0.9999758,2.4199486e-05
SRR7453510,0.9999758,2.4199486e-05
SRR2658771,0.9999758,2.4199486e-05
ERR444718,0.9999758,2.4199486e-05
ERR1701288,0.9999758,2.4199486e-05
SRR2761379,0.9999758,2.4199486e-05
ERR1315090,0.9999758,2.4199486e-05
ERR365905,0.9999758,2.4199486e-05
SRR6931929,0.9999758,2.4199486e-05
ERR1314722,0.9999758,2.4199486e-05
SRR6414209,0.9999758,2.4199486e-05
SRR996309,0.9999758,2.4199486e-05
ERR719236,0.9999758,2.4199486e-05
SRR996910,0.9999758,2.4199486e-05
ERR139472,0.99997574,2.425909e-05
SRR2658713,0.9999758,2.4199486e-05
SRR5155968,0.9999758,2.4199486e-05
ERR2738672,0.9999758,2.4199486e-05
DRR041879,0.9999758,2.4199486e-05
SRR3660086,0.9999758,2.4199486e-05
SRR1631454,0.9999758,2.4199486e-05
ERR720140,0.9999758,2.4199486e-05
DRR042911,0.9999758,2.4199486e-05
SRR6054557,0.9999758,2.4199486e-05
SRR1631664,0.9999758,2.4199486e-05
SRR3362269,0.9999758,2.4199486e-05
ERR499756,0.9999758,2.4199486e-05
ERR1309844,0.9999758,2.4199486e-05
ERR526086,0.9999758,2.4199486e-05
SRR6394194,0.9999758,2.4199486e-05
SRR5467637,0.9999758,2.4199486e-05
ERR2011914,0.9999758,2.4199486e-05
ERR209166,0.9999757,2.4318695e-05
ERR1310454,0.9999758,2.4199486e-05
ERR1314217,0.9999759,2.4080276e-05
ERR1314046,0.9999758,2.4199486e-05
SRR5699491,0.9999758,2.4199486e-05
SRR1624809,0.9999758,2.4199486e-05
SRR5467587,0.9999758,2.4199486e-05
ERR2198631,0.9999758,2.4199486e-05
ERR368893,0.9999758,2.4199486e-05
ERR579498,0.9999758,2.4199486e-05
ERR2309093,0.9999758,2.4199486e-05
SRR6931414,0.9999758,2.4199486e-05
SRR5868782,0.9999758,2.4199486e-05
SRR6408620,0.9999758,2.4199486e-05
DRR024044,0.9999758,2.4199486e-05
SRR5644013,0.9999758,2.4199486e-05
ERR579474,0.9999758,2.4199486e-05
SRR2761078,0.9999758,2.4199486e-05
ERR2538513,0.9999758,2.4199486e-05
ERR209850,0.9999758,2.4199486e-05
ERR498481,0.9999758,2.4199486e-05
ERR209083,0.9999758,2.4199486e-05
ERR209636,0.9999758,2.4199486e-05
ERR139023,0.9999758,2.4199486e-05
DRR043059,0.9999758,2.4199486e-05
ERR2286341,0.9999758,2.4199486e-05
SRR6367240,0.9999758,2.4199486e-05
ERR1310048,0.9999758,2.4199486e-05
SRR1949166,0.9999758,2.4199486e-05
ERR1760011,0.9999758,2.4199486e-05
ERR1314998,0.9999758,2.4199486e-05
SRR6411803,0.9999758,2.4199486e-05
ERR1310771,0.9999758,2.4199486e-05
ERR2002251,0.9999758,2.4199486e-05
SRR1660227,0.9999758,2.4199486e-05
ERR2511425,0.9999758,2.4199486e-05
SRR3037225,0.9999758,2.4199486e-05
ERR883439,0.9999758,2.4199486e-05
SRR5699145,0.9999758,2.4199486e-05
SRR5178158,0.9999758,2.4199486e-05
ERR450769,0.9999758,2.4199486e-05
SRR995561,0.9999758,2.4199486e-05
SRR3951133,0.9999758,2.4199486e-05
SRR6412136,0.9999758,2.4199486e-05
SRR996514,0.9999758,2.4199486e-05
SRR6028278,0.9999758,2.4199486e-05
SRR5155814,0.9999758,2.4199486e-05
ERR441542,0.9999758,2.4199486e-05
SRR996499,0.9999758,2.4199486e-05
ERR1385491,0.9999758,2.4199486e-05
ERR867283,0.9999758,2.4199486e-05
ERR1384889,0.99997574,2.425909e-05
SRR388031,0.9999758,2.4199486e-05
ERR2011854,0.9999758,2.4199486e-05
SRR5467770,0.9999758,2.4199486e-05
SRR505148,0.9999758,2.4199486e-05
ERR2730291,0.9999758,2.4199486e-05
ERR2784714,0.9999758,2.4199486e-05
ERR579342,0.9999758,2.4199486e-05
DRR042843,0.9999758,2.4199486e-05
SRR1145313,0.9999758,2.4199486e-05
ERR441904,0.9999758,2.4199486e-05
SRR7449446,0.9999758,2.4199486e-05
SRR5699138,0.9999758,2.4199486e-05
DRR029201,0.9999758,2.4199486e-05
SRR5724732,0.9999758,2.4199486e-05
ERR444753,0.99997574,2.425909e-05
ERR443271,0.9999758,2.4199486e-05
SRR346822,0.9999758,2.4199486e-05
DRR048181,0.9999758,2.4199486e-05
ERR579583,0.9999758,2.4199486e-05
SRR1618043,0.9999758,2.4199486e-05
SRR6931456,0.9999758,2.4199486e-05
ERR1382533,0.9999759,2.4080276e-05
SRR996249,0.9999758,2.4199486e-05
SRR2086737,0.9999758,2.4199486e-05
ERR1315661,0.9999758,2.4199486e-05
SRR6414413,0.9999758,2.4199486e-05
SRR6932459,0.9999758,2.4199486e-05
ERR499842,0.9999758,2.4199486e-05
ERR1384403,0.9999758,2.4199486e-05
SRR492185,0.9999758,2.4199486e-05
ERR2738774,0.9999758,2.4199486e-05
SRR2143839,0.9999758,2.4199486e-05
ERR1383998,0.9999759,2.4080276e-05
ERR579404,0.9999758,2.4199486e-05
SRR1949134,0.9999758,2.4199486e-05
ERR579553,0.9999758,2.4199486e-05
ERR2198070,0.9999758,2.4199486e-05
SRR6414412,0.9999758,2.4199486e-05
ERR2739035,0.9999758,2.4199486e-05
SRR6239868,0.9999758,2.4199486e-05
SRR7448563,0.9999758,2.4199486e-05
ERR719933,0.9999758,2.4199486e-05
ERR2511373,0.9999758,2.4199486e-05
DRR050817,0.9999758,2.4199486e-05
ERR209185,0.9999758,2.4199486e-05
SRR6444693,0.9999758,2.4199486e-05
DRR047414,0.9999758,2.4199486e-05
SRR1060359,0.9999758,2.4199486e-05
SRR1922974,0.9999758,2.4199486e-05
SRR1583615,0.9999758,2.4199486e-05
SRR3465625,0.9999758,2.4199486e-05
ERR532092,0.9999758,2.4199486e-05
ERR1315306,0.9999758,2.4199486e-05
SRR1704748,0.9999758,2.4199486e-05
DRR041996,0.9999758,2.4199486e-05
SRR6409150,0.9999758,2.4199486e-05
ERR866621,0.9999758,2.4199486e-05
SRR6411721,0.9999758,2.4199486e-05
ERR1310836,0.9999758,2.4199486e-05
ERR1309737,0.9999759,2.4080276e-05
SRR2163520,0.9999758,2.4199486e-05
ERR1383649,0.9999758,2.4199486e-05
ERR2624788,0.9999758,2.4199486e-05
ERR1913102,0.9999758,2.4199486e-05
SRR5156121,0.9999758,2.4199486e-05
ERR579802,0.9999758,2.4199486e-05
SRR2923747,0.99997574,2.425909e-05
ERR1314079,0.9999758,2.4199486e-05
ERR494378,0.9999758,2.4199486e-05
SRR996978,0.9999758,2.4199486e-05
SRR6264882,0.99997574,2.425909e-05
SRR8356380,0.99997574,2.425909e-05
SRR1617798,0.9999758,2.4199486e-05
ERR441992,0.9999758,2.4199486e-05
ERR1383030,0.9999758,2.4199486e-05
ERR883544,0.9999758,2.4199486e-05
SRR6443924,0.9999758,2.4199486e-05
ERR500330,0.9999759,2.4080276e-05
ERR499141,0.9999758,2.4199486e-05
ERR532148,0.9999758,2.4199486e-05
ERR2511818,0.9999758,2.4199486e-05
ERR561064,0.9999758,2.4199486e-05
SRR6411651,0.9999758,2.4199486e-05
SRR1922914,0.9999758,2.4199486e-05
SRR1145339,0.9999758,2.4199486e-05
SRR3503392,0.9999758,2.4199486e-05
ERR2511732,0.9999758,2.4199486e-05
SRR7453988,0.9999758,2.4199486e-05
SRR920179,0.9999758,2.4199486e-05
DRR050936,0.9999758,2.4199486e-05
SRR5868720,0.9999758,2.4199486e-05
ERR499769,0.9999758,2.4199486e-05
SRR995290,0.9999758,2.4199486e-05
ERR1310361,0.9999758,2.4199486e-05
ERR2003152,0.9999758,2.4199486e-05
ERR1913064,0.9999758,2.4199486e-05
SRR3037196,0.9999758,2.4199486e-05
DRR041981,0.9999758,2.4199486e-05
DRR048203,0.9999758,2.4199486e-05
SRR6394135,0.9999758,2.4199486e-05
ERR1385332,0.9999758,2.4199486e-05
ERR209852,0.9999758,2.4199486e-05
SRR997059,0.9999758,2.4199486e-05
SRR935572,0.9999758,2.4199486e-05
SRR6264419,0.9999758,2.4199486e-05
DRR048034,0.9999758,2.4199486e-05
ERR1600431,0.9999758,2.4199486e-05
ERR719334,0.9999758,2.4199486e-05
SRR6866462,0.9999758,2.4199486e-05
SRR1618169,0.9999758,2.4199486e-05
ERR579573,0.9999758,2.4199486e-05
ERR525891,0.9999758,2.4199486e-05
SRR1617715,0.9999758,2.4199486e-05
DRR047756,0.9999758,2.4199486e-05
SRR5467726,0.9999758,2.4199486e-05
ERR1314203,0.9999758,2.4199486e-05
DRR042872,0.9999758,2.4199486e-05
ERR560863,0.99997574,2.425909e-05
ERR1310408,0.99997574,2.425909e-05
ERR1384550,0.9999758,2.4199486e-05
ERR1311226,0.9999759,2.4080276e-05
SRR5869877,0.9999758,2.4199486e-05
SRR6408898,0.9999758,2.4199486e-05
SRR996767,0.9999758,2.4199486e-05
SRR6393997,0.9999758,2.4199486e-05
ERR531472,0.9999758,2.4199486e-05
SRR3361478,0.9999758,2.4199486e-05
ERR1297646,0.9999758,2.4199486e-05
SRR6265200,0.9999758,2.4199486e-05
SRR7453585,0.9999758,2.4199486e-05
ERR2730373,0.9999758,2.4199486e-05
SRR6409081,0.9999758,2.4199486e-05
ERR107206,0.9999758,2.4199486e-05
ERR1310068,0.9999759,2.4080276e-05
SRR5156051,0.9999758,2.4199486e-05
ERR560757,0.99997574,2.425909e-05
ERR1311570,0.9999758,2.4199486e-05
ERR1529631,0.9999758,2.4199486e-05
SRR5156142,0.9999758,2.4199486e-05
ERR498686,0.9999759,2.4080276e-05
ERR3596490,0.9999758,2.4199486e-05
SRR5869158,0.9999758,2.4199486e-05
SRR3503362,0.9999758,2.4199486e-05
SRR6028621,0.9999758,2.4199486e-05
ERR444484,0.9999758,2.4199486e-05
ERR705772,0.9999758,2.4199486e-05
SRR6408850,0.9999758,2.4199486e-05
SRR1632853,0.9999758,2.4199486e-05
SRR1950749,0.9999758,2.4199486e-05
SRR3362117,0.9999759,2.4080276e-05
ERR1971163,0.9999759,2.4080276e-05
ERR719155,0.9999758,2.4199486e-05
ERR442972,0.9999758,2.4199486e-05
SRR504980,0.9999758,2.4199486e-05
SRR6054616,0.9999758,2.4199486e-05
ERR2511155,0.9999758,2.4199486e-05
SRR5483125,0.9999758,2.4199486e-05
SRR1617688,0.9999758,2.4199486e-05
SRR5947927,0.9999758,2.4199486e-05
ERR498784,0.9999758,2.4199486e-05
SRR3037238,0.9999758,2.4199486e-05
SRR6931497,0.9999758,2.4199486e-05
DRR048207,0.9999758,2.4199486e-05
ERR441617,0.9999758,2.4199486e-05
SRR3362114,0.9999758,2.4199486e-05
SRR1948786,0.9999758,2.4199486e-05
ERR2538454,0.9999758,2.4199486e-05
ERR867361,0.9999758,2.4199486e-05
SRR6414378,0.9999758,2.4199486e-05
DRR043201,0.9999758,2.4199486e-05
ERR2511490,0.9999758,2.4199486e-05
SRR6445032,0.9999758,2.4199486e-05
SRR2010432,0.9999758,2.4199486e-05
ERR1111237,0.9999758,2.4199486e-05
SRR5983370,0.9999758,2.4199486e-05
ERR2095563,0.9999759,2.4080276e-05
ERR1315116,0.9999758,2.4199486e-05
SRR1950759,0.9999758,2.4199486e-05
SRR3951254,0.9999758,2.4199486e-05
SRR7449391,0.9999758,2.4199486e-05
ERR520769,0.9999758,2.4199486e-05
SRR1145402,0.9999758,2.4199486e-05
SRR1633169,0.9999758,2.4199486e-05
ERR2286321,0.9999758,2.4199486e-05
ERR2182604,0.9999758,2.4199486e-05
SRR6411873,0.9999758,2.4199486e-05
ERR1384855,0.9999758,2.4199486e-05
ERR719743,0.9999758,2.4199486e-05
SRR7449263,0.9999758,2.4199486e-05
SRR6264073,0.9999758,2.4199486e-05
SRR1631551,0.9999758,2.4199486e-05
ERR520874,0.9999758,2.4199486e-05
SRR5983362,0.9999758,2.4199486e-05
SRR2658248,0.9999758,2.4199486e-05
ERR1315077,0.9999758,2.4199486e-05
ERR498733,0.9999758,2.4199486e-05
SRR6436899,0.9999758,2.4199486e-05
SRR1949307,0.9999758,2.4199486e-05
ERR1382742,0.9999759,2.4080276e-05
DRR043961,0.9999758,2.4199486e-05
ERR450897,0.9999758,2.4199486e-05
SRR1618034,0.9999758,2.4199486e-05
SRR6932505,0.9999758,2.4199486e-05
ERR501326,0.9999758,2.4199486e-05
ERR501174,0.9999758,2.4199486e-05
ERR531504,0.9999758,2.4199486e-05
ERR1313479,0.9999758,2.4199486e-05
SRR2658249,0.9999758,2.4199486e-05
SRR6054660,0.9999758,2.4199486e-05
SRR2154934,0.9999758,2.4199486e-05
ERR499990,0.9999758,2.4199486e-05
SRR5196371,0.9999758,2.4199486e-05
DRR047601,0.9999758,2.4199486e-05
SRR921051,0.9999758,2.4199486e-05
ERR531883,0.9999758,2.4199486e-05
ERR500236,0.99997574,2.425909e-05
DRR044005,0.9999758,2.4199486e-05
ERR1384159,0.9999758,2.4199486e-05
ERR441408,0.9999758,2.4199486e-05
SRR5156187,0.9999758,2.4199486e-05
SRR8356368,0.99997574,2.425909e-05
ERR1309840,0.9999758,2.4199486e-05
SRR2658738,0.9999758,2.4199486e-05
SRR6148394,0.9999758,2.4199486e-05
SRR2086948,0.9999758,2.4199486e-05
ERR2662922,0.9999758,2.4199486e-05
SRR3053340,0.9999758,2.4199486e-05
DRR041910,0.9999758,2.4199486e-05
SRR6054470,0.9999758,2.4199486e-05
ERR2738663,0.9999758,2.4199486e-05
ERR2739316,0.9999758,2.4199486e-05
ERR1659118,0.9999758,2.4199486e-05
ERR1311059,0.9999758,2.4199486e-05
ERR209165,0.9999758,2.4199486e-05
SRR7448576,0.9999758,2.4199486e-05
ERR1310193,0.9999758,2.4199486e-05
ERR1558883,0.9999758,2.4199486e-05
SRR6309234,0.9999758,2.4199486e-05
ERR1382853,0.9999758,2.4199486e-05
SRR1630955,0.9999758,2.4199486e-05
ERR719042,0.9999758,2.4199486e-05
SRR6038394,0.9999758,2.4199486e-05
SRR5165708,0.9999758,2.4199486e-05
ERR1310230,0.9999758,2.4199486e-05
SRR6408625,0.9999758,2.4199486e-05
ERR500823,0.9999758,2.4199486e-05
ERR472969,0.9999758,2.4199486e-05
SRR5947882,0.9999758,2.4199486e-05
ERR1971152,0.9999758,2.4199486e-05
SRR994653,0.9999758,2.4199486e-05
SRR996600,0.9999758,2.4199486e-05
ERR2806311,0.9999758,2.4199486e-05
ERR365931,0.9999758,2.4199486e-05
SRR6931498,0.9999758,2.4199486e-05
SRR921079,0.9999758,2.4199486e-05
ERR501259,0.9999758,2.4199486e-05
ERR561207,0.9999758,2.4199486e-05
SRR1461400,0.9999758,2.4199486e-05
ERR2002138,0.9999758,2.4199486e-05
SRR3581156,0.9999758,2.4199486e-05
SRR920935,0.9999758,2.4199486e-05
ERR451299,0.9999758,2.4199486e-05
ERR441391,0.9999758,2.4199486e-05
SRR3037156,0.9999759,2.4080276e-05
ERR719969,0.9999758,2.4199486e-05
SRR346825,0.9999758,2.4199486e-05
SRR6411617,0.9999758,2.4199486e-05
SRR3361657,0.9999758,2.4199486e-05
ERR531760,0.9999758,2.4199486e-05
ERR2739133,0.9999758,2.4199486e-05
ERR2003123,0.9999758,2.4199486e-05
SRR6264286,0.9999758,2.4199486e-05
SRR2761340,0.9999758,2.4199486e-05
ERR1383401,0.99997574,2.425909e-05
ERR1020402,0.9999758,2.4199486e-05
SRR7449486,0.9999758,2.4199486e-05
ERR472967,0.9999758,2.4199486e-05
SRR6931711,0.9999758,2.4199486e-05
SRR3647883,0.9999758,2.4199486e-05
SRR6264355,0.9999758,2.4199486e-05
ERR500272,0.9999758,2.4199486e-05
DRR041974,0.9999758,2.4199486e-05
ERR1383652,0.9999757,2.4318695e-05
ERR2730281,0.9999758,2.4199486e-05
SRR2143688,0.9999757,2.4318695e-05
ERR500556,0.9999758,2.4199486e-05
SRR2761303,0.9999758,2.4199486e-05
SRR6931309,0.9999758,2.4199486e-05
SRR7453315,0.9999758,2.4199486e-05
ERR441446,0.9999758,2.4199486e-05
SRR3362065,0.9999758,2.4199486e-05
ERR579334,0.9999758,2.4199486e-05
SRR3094849,0.9999758,2.4199486e-05
DRR043215,0.9999758,2.4199486e-05
SRR3201912,0.9999758,2.4199486e-05
SRR1949050,0.9999758,2.4199486e-05
ERR209175,0.9999758,2.4199486e-05
ERR501279,0.9999758,2.4199486e-05
SRR6408831,0.9999758,2.4199486e-05
SRR6028317,0.9999758,2.4199486e-05
SRR2010493,0.9999758,2.4199486e-05
SRR3201991,0.9999758,2.4199486e-05
ERR442987,0.9999758,2.4199486e-05
ERR1311240,0.9999758,2.4199486e-05
SRR996971,0.9999758,2.4199486e-05
ERR883453,0.9999758,2.4199486e-05
DRR047459,0.9999758,2.4199486e-05
SRR5947813,0.9999758,2.4199486e-05
ERR499753,0.99997574,2.425909e-05
DRR047995,0.9999758,2.4199486e-05
SRR1461556,0.9999758,2.4199486e-05
ERR1811229,0.9999758,2.4199486e-05
SRR2145601,0.9999758,2.4199486e-05
ERR499790,0.9999758,2.4199486e-05
DRR047452,0.9999758,2.4199486e-05
SRR6414045,0.9999758,2.4199486e-05
SRR5525201,0.9999758,2.4199486e-05
ERR1382664,0.9999758,2.4199486e-05
ERR521426,0.9999758,2.4199486e-05
SRR2658813,0.99997574,2.425909e-05
SRR6931724,0.9999758,2.4199486e-05
DRR047640,0.9999758,2.4199486e-05
ERR499468,0.9999758,2.4199486e-05
ERR532215,0.9999759,2.4080276e-05
SRR3725775,0.9999758,2.4199486e-05
ERR719125,0.9999758,2.4199486e-05
SRR6394073,0.9999758,2.4199486e-05
ERR1384970,0.9999759,2.4080276e-05
SRR7453652,0.9999758,2.4199486e-05
DRR050815,0.9999758,2.4199486e-05
SRR1617963,0.9999758,2.4199486e-05
SRR6264172,0.9999759,2.4080276e-05
ERR1384247,0.9999758,2.4199486e-05
ERR866738,0.9999758,2.4199486e-05
ERR500779,0.99997574,2.425909e-05
SRR995123,0.9999758,2.4199486e-05
SRR2658042,0.99997574,2.425909e-05
DRR048121,0.9999758,2.4199486e-05
ERR1315510,0.99997574,2.425909e-05
ERR1384971,0.9999758,2.4199486e-05
ERR443512,0.9999758,2.4199486e-05
ERR2511946,0.9999758,2.4199486e-05
ERR2739336,0.9999758,2.4199486e-05
ERR1960699,0.9999758,2.4199486e-05
SRR6411782,0.9999759,2.4080276e-05
ERR2002053,0.9999758,2.4199486e-05
ERR531768,0.99997574,2.425909e-05
SRR5165909,0.9999758,2.4199486e-05
SRR3037102,0.9999758,2.4199486e-05
SRR7449507,0.9999758,2.4199486e-05
ERR209554,0.9999758,2.4199486e-05
ERR2002357,0.9999758,2.4199486e-05
ERR2011918,0.9999758,2.4199486e-05
SRR6060203,0.9999758,2.4199486e-05
SRR995040,0.9999758,2.4199486e-05
ERR1313913,0.9999758,2.4199486e-05
SRR3094796,0.99997574,2.425909e-05
SRR6054537,0.99997574,2.425909e-05
ERR500953,0.9999758,2.4199486e-05
SRR3362112,0.9999758,2.4199486e-05
ERR1310651,0.9999758,2.4199486e-05
SRR7448786,0.9999758,2.4199486e-05
DRR047840,0.9999758,2.4199486e-05
ERR2730279,0.9999759,2.4080276e-05
ERR2738778,0.9999758,2.4199486e-05
ERR867453,0.9999758,2.4199486e-05
SRR6408904,0.9999758,2.4199486e-05
SRR5178164,0.9999758,2.4199486e-05
DRR043885,0.9999758,2.4199486e-05
ERR3005986,0.9999759,2.4080276e-05
SRR6932349,0.9999758,2.4199486e-05
DRR044282,0.9999758,2.4199486e-05
SRR7448686,0.9999758,2.4199486e-05
SRR1924034,0.9999758,2.4199486e-05
ERR1385306,0.9999758,2.4199486e-05
SRR6931510,0.9999758,2.4199486e-05
ERR1297835,0.9999758,2.4199486e-05
SRR1299263,0.9999758,2.4199486e-05
SRR6394241,0.9999758,2.4199486e-05
ERR1759993,0.9999758,2.4199486e-05
SRR6931935,0.9999758,2.4199486e-05
ERR2730278,0.9999758,2.4199486e-05
SRR7453522,0.9999758,2.4199486e-05
ERR720133,0.9999758,2.4199486e-05
SRR6264113,0.9999758,2.4199486e-05
SRR3419426,0.9999759,2.4080276e-05
ERR441749,0.9999758,2.4199486e-05
SRR1631367,0.9999758,2.4199486e-05
ERR2511335,0.9999758,2.4199486e-05
ERR2511360,0.9999758,2.4199486e-05
DRR047753,0.9999758,2.4199486e-05
SRR5831825,0.9999758,2.4199486e-05
SRR920111,0.9999758,2.4199486e-05
ERR441808,0.9999758,2.4199486e-05
SRR6411707,0.9999758,2.4199486e-05
ERR1385410,0.9999758,2.4199486e-05
DRR060272,0.9999758,2.4199486e-05
SRR7453799,0.9999758,2.4199486e-05
DRR047737,0.9999758,2.4199486e-05
ERR441337,0.99997574,2.425909e-05
ERR2309101,0.9999758,2.4199486e-05
SRR6414307,0.9999758,2.4199486e-05
SRR6411980,0.9999758,2.4199486e-05
SRR6411706,0.9999758,2.4199486e-05
SRR957750,0.9999758,2.4199486e-05
ERR2762605,0.9999758,2.4199486e-05
ERR719363,0.9999758,2.4199486e-05
ERR1309949,0.9999758,2.4199486e-05
SRR6931613,0.9999758,2.4199486e-05
ERR441753,0.99997574,2.425909e-05
ERR532186,0.9999758,2.4199486e-05
ERR1313532,0.9999758,2.4199486e-05
ERR1309956,0.9999758,2.4199486e-05
SRR3285795,0.9999758,2.4199486e-05
ERR1310245,0.9999758,2.4199486e-05
SRR3037299,0.9999759,2.4080276e-05
ERR1811104,0.9999758,2.4199486e-05
ERR1913180,0.9999758,2.4199486e-05
SRR2154914,0.9999758,2.4199486e-05
SRR2145542,0.9999758,2.4199486e-05
SRR3094968,0.9999758,2.4199486e-05
SRR5831884,0.9999758,2.4199486e-05
ERR2738683,0.9999758,2.4199486e-05
ERR1382648,0.9999758,2.4199486e-05
SRR996834,0.9999758,2.4199486e-05
SRR5467534,0.9999758,2.4199486e-05
SRR920953,0.9999758,2.4199486e-05
SRR6931415,0.9999758,2.4199486e-05
ERR1383394,0.9999759,2.4080276e-05
SRR3094708,0.9999758,2.4199486e-05
ERR2002346,0.9999758,2.4199486e-05
SRR7448654,0.9999758,2.4199486e-05
DRR042963,0.9999758,2.4199486e-05
DRR047541,0.9999758,2.4199486e-05
ERR1385351,0.9999758,2.4199486e-05
SRR3615212,0.9999758,2.4199486e-05
ERR1328354,0.9999758,2.4199486e-05
SRR5178167,0.9999758,2.4199486e-05
ERR2247345,0.9999758,2.4199486e-05
SRR5467812,0.9999758,2.4199486e-05
ERR209576,0.9999758,2.4199486e-05
SRR1949310,0.9999758,2.4199486e-05
ERR1701294,0.9999758,2.4199486e-05
ERR1383776,0.9999758,2.4199486e-05
SRR6931646,0.9999759,2.4080276e-05
SRR7449288,0.9999758,2.4199486e-05
SRR1253243,0.9999758,2.4199486e-05
ERR499773,0.9999758,2.4199486e-05
SRR5156064,0.9999758,2.4199486e-05
SRR5178093,0.9999758,2.4199486e-05
SRR1617875,0.9999758,2.4199486e-05
ERR2662942,0.9999758,2.4199486e-05
DRR047464,0.9999758,2.4199486e-05
SRR1660172,0.9999758,2.4199486e-05
SRR7453344,0.9999758,2.4199486e-05
SRR6757642,0.9999758,2.4199486e-05
SRR1660142,0.9999758,2.4199486e-05
DRR048195,0.9999758,2.4199486e-05
ERR2003264,0.9999758,2.4199486e-05
SRR6931246,0.9999758,2.4199486e-05
SRR5196335,0.9999758,2.4199486e-05
SRR996084,0.9999758,2.4199486e-05
ERR520827,0.9999758,2.4199486e-05
