,root:Engineered,root:Environmental,root:Host-associated
ERR986333,0.001667491,0.0036331727,0.99469936
SRR6408796,0.0016141048,0.0036582923,0.9947277
SRR6511732,0.0035773905,0.97600424,0.020418417
SRR1623134,0.0035748838,0.9760266,0.020398458
SRR7637175,0.0035785658,0.97599345,0.020427996
SRR4826605,0.0035771863,0.97600627,0.020416629
SRR2046653,0.0016122799,0.0036616963,0.994726
ERR2599247,0.0016085382,0.0036629192,0.9947285
SRR6408734,0.0016153244,0.0036576623,0.9947271
SRR8605841,0.0020345072,0.004830756,0.99313474
ERR543418,0.0035741976,0.97603285,0.02039289
ERR1523220,0.0016085389,0.0036629175,0.9947285
SRR1602730,0.003574269,0.97603273,0.020393047
ERR719028,0.0017803389,0.0034983163,0.9947213
ERR328055,0.0052320687,0.014717201,0.98005074
SRR6413979,0.0016619426,0.0036172266,0.9947208
SRR3624632,0.013567024,0.8476298,0.13880315
DRR049468,0.0016105894,0.003662407,0.99472696
ERR1226477,0.0016101508,0.0036625846,0.9947273
ERR1314749,0.0016105282,0.003662381,0.9947271
SRR1824429,0.003575087,0.9760248,0.020400075
ERR531545,0.0016552161,0.0036325683,0.99471223
ERR1297997,0.0016226685,0.0036592132,0.99471813
ERR1689227,0.0016446367,0.0036364507,0.9947189
ERR2022713,0.001688456,0.0036113746,0.9947002
ERR522495,0.0016640129,0.003616552,0.9947194
SRR1573974,0.0035743103,0.97603196,0.020393735
ERR209507,0.0016363692,0.0036524208,0.9947113
SRR7303113,0.0016287516,0.0036563235,0.9947149
SRR5259194,0.0035741944,0.97603285,0.02039291
ERR1989811,0.00161487,0.0036585622,0.9947266
DRR018747,0.0016287989,0.003645005,0.99472624
ERR923999,0.0016900225,0.0036123008,0.9946977
SRR6844080,0.0049320636,0.14380366,0.8512643
SRR5150251,0.0035741879,0.976033,0.020392869
SRR6028569,0.0016429545,0.0036387688,0.99471825
SRR1708106,0.0017959916,0.0036693527,0.9945346
ERR1313938,0.0016460994,0.0036329154,0.99472094
SRR5827517,0.0035793188,0.9759866,0.02043413
DRR043749,0.0016131932,0.0036591436,0.9947277
SRR5824067,0.0016475614,0.00364117,0.9947113
ERR878243,0.001812703,0.0034931686,0.9946942
DRR050765,0.0016118063,0.003660324,0.9947279
ERR720140,0.0016661718,0.0036054305,0.9947284
SRR6028344,0.0016085781,0.0036629105,0.9947285
ERR2738749,0.0016833311,0.003620832,0.99469584
ERR443620,0.0017806677,0.003598077,0.9946213
ERR499519,0.0016867575,0.003600635,0.9947126
SRR1631177,0.0035741879,0.976033,0.020392869
SRR6028639,0.0016271052,0.003651896,0.99472106
SRR3030579,0.0016251008,0.0036485717,0.99472636
ERR1691248,0.0016489074,0.0036251673,0.9947259
SRR6668829,0.0035796047,0.97598404,0.02043636
SRR921053,0.0016109517,0.00366231,0.9947267
SRR3633502,0.0035742573,0.9760324,0.020393372
SRR7633215,0.0035741895,0.976033,0.02039287
SRR6287312,0.0035741879,0.976033,0.020392869
SRR3589531,0.0035766328,0.9760107,0.020412719
SRR1027870,0.0035741879,0.976033,0.020392869
SRR924053,0.0016595941,0.0036373637,0.994703
SRR6408600,0.0016547712,0.0036220178,0.9947232
SRR2097677,0.0035741879,0.976033,0.020392869
ERR1690022,0.0016429056,0.0036323678,0.9947247
SRR6028164,0.0016254841,0.003649848,0.9947247
SRR3624429,0.013567024,0.8476298,0.13880315
SRR3742104,0.0035742144,0.97603273,0.020393072
SRR1569462,0.0035778324,0.97600096,0.020421239
ERR675677,0.0016617161,0.0036201745,0.99471813
SRR5178080,0.0016094703,0.0036620302,0.9947285
SRR976671,0.0035742854,0.9760326,0.02039304
ERR1249626,0.0016271644,0.003658256,0.99471456
SRR6443970,0.0016886824,0.0036116466,0.9946997
SRR1704648,0.0016447129,0.0037569143,0.9945984
ERR1523222,0.002145861,0.0051267752,0.9927274
ERR2814657,0.8270349,0.054339748,0.11862533
ERR1594125,0.0035742011,0.97603285,0.02039289
ERR1677364,0.0016340109,0.003636455,0.9947296
SRR5181366,0.0035741879,0.976033,0.020392869
SRR1980816,0.0035742545,0.9760325,0.020393305
SRR5467886,0.001617786,0.0036544187,0.9947278
SRR2097596,0.0040556793,0.9718275,0.024116745
SRR5823454,0.0035741879,0.976033,0.020392869
SRR6444946,0.0017085101,0.003576438,0.99471503
ERR1518930,0.0016244934,0.0036582192,0.9947173
ERR2495466,0.0016889909,0.00359705,0.99471396
ERR1314417,0.0017476457,0.0035648094,0.99468756
ERR498704,0.0017034222,0.0035827116,0.99471384
ERR1298141,0.0016289182,0.0036521824,0.9947189
SRR8609452,0.0107303,0.039969377,0.9493003
ERR1309602,0.0016278521,0.00364994,0.99472225
ERR1582986,0.0035741879,0.976033,0.020392869
SRR1950727,0.0016088325,0.0036628456,0.9947284
SRR6409087,0.0016251897,0.0036467914,0.994728
ERR2662926,0.0016351084,0.0036456706,0.99471915
ERR2729853,0.82809925,0.058429208,0.11347158
ERR500232,0.00161578,0.0036578479,0.99472636
ERR1384365,0.0017088145,0.0035743457,0.9947168
SRR980660,0.004557973,0.12952548,0.86591655
ERR1256315,0.0016555729,0.0036288996,0.9947155
ERR469650,0.0017644108,0.0035576262,0.994678
SRR3095070,0.0016093138,0.0036621944,0.9947285
SRR2098398,0.0035741879,0.976033,0.020392869
SRR6078473,0.0035742782,0.9760321,0.020393578
ERR1594114,0.0035741914,0.976033,0.02039287
ERR867229,0.0016262812,0.0036542488,0.9947195
ERR531647,0.001664825,0.0036228076,0.99471235
ERR522569,0.0016418947,0.0036361497,0.994722
SRR7453303,0.0016535877,0.0036561843,0.9946903
SRR1631439,0.0016108053,0.003662248,0.99472696
ERR531604,0.0016751598,0.0036152166,0.9947096
SRR5572482,0.0035741879,0.976033,0.020392869
ERR1315448,0.0016178065,0.0036570097,0.99472517
SRR919904,0.0016135894,0.0036616116,0.9947248
SRR3951223,0.0016382845,0.003632316,0.99472946
ERR2854449,0.0017119559,0.0036255242,0.9946626
ERR990562,0.0016315113,0.003652473,0.994716
ERR1690853,0.0016677267,0.0036019082,0.99473035
SRR6411553,0.001626675,0.003645948,0.99472743
SRR5803276,0.0035742235,0.976033,0.020392785
ERR1309848,0.0016307491,0.0036432836,0.994726
SRR632448,0.0035741895,0.976033,0.02039287
ERR1384548,0.0017402334,0.0035378917,0.9947219
ERR1690317,0.0017133256,0.0035590304,0.9947277
SRR2086830,0.001618173,0.003660377,0.9947214
ERR2043121,0.0035743918,0.97603464,0.020390963
ERR695328,0.0016431657,0.0036429923,0.99471384
SRR6265024,0.0016200601,0.0036569983,0.99472296
SRR2010301,0.0017645776,0.0035287414,0.9947067
SRR7126031,0.0035741879,0.976033,0.020392869
SRR6931571,0.0016662212,0.0036389797,0.99469477
ERR1314494,0.0016271891,0.0036526034,0.9947202
ERR1298029,0.0016165272,0.0036597087,0.9947238
ERR2211265,0.0018333986,0.0034774279,0.9946892
SRR6038219,0.0017570311,0.0035221898,0.9947208
SRR3096246,0.0037325548,0.9746028,0.021664584
ERR1256340,0.0016091205,0.003663274,0.9947277
ERR1313359,0.001624,0.0036534844,0.9947225
ERR1593537,0.0035741879,0.976033,0.020392869
ERR1111288,0.0016485498,0.0036250532,0.99472636
ERR1701264,0.0016177977,0.0036605962,0.99472165
SRR8608424,0.001649484,0.003772953,0.9945775
ERR444484,0.0017716448,0.00351388,0.99471444
SRR6056139,0.0035744833,0.97603035,0.020395229
ERR883475,0.0016891783,0.00359038,0.99472046
SRR2034257,0.0035741879,0.976033,0.020392869
ERR1522657,0.005355215,0.015121236,0.97952354
ERR2511578,0.0016475274,0.0036246816,0.9947278
SRR5180949,0.0035742258,0.9760326,0.020393165
ERR1522604,0.0017717893,0.0036864118,0.9945418
SRR028714,0.0016086563,0.0036628877,0.9947285
ERR368874,0.0016571253,0.0036166701,0.99472624
SRR996302,0.001658213,0.0036303303,0.9947115
SRR5896032,0.0035742207,0.9760326,0.020393118
SRR3062990,0.0035741879,0.976033,0.020392869
SRR3589579,0.0035745692,0.9760296,0.02039589
SRR3400379,0.0016288769,0.003650841,0.9947202
SRR1980885,0.003574468,0.9760308,0.020394793
SRR5915724,0.0035741879,0.976033,0.020392869
SRR1145378,0.0016159081,0.003657107,0.99472696
DRR042866,0.0016189358,0.0036532443,0.9947278
ERR1589306,0.0043470515,0.121298924,0.874354
ERR878229,0.0018504284,0.0034699473,0.99467963
SRR1461222,0.0017906601,0.0034986925,0.9947107
ERR1313306,0.0016221503,0.00365392,0.9947239
ERR923522,0.0016109227,0.0036621883,0.99472684
ERR1743289,0.003574228,0.97603273,0.020393092
ERR1314848,0.0016153695,0.0036568136,0.9947278
ERR500189,0.0016284885,0.0036489775,0.9947226
ERR1593512,0.0035741995,0.97603285,0.02039291
SRR943609,0.012378105,0.85946566,0.1281562
ERR1691392,0.0016833077,0.0035891545,0.99472755
SRR5915299,0.0035741879,0.976033,0.020392869
ERR531711,0.0016655539,0.0036221666,0.99471235
SRR1618044,0.001629093,0.003645802,0.99472505
ERR1690264,0.0017073322,0.0035625608,0.9947301
SRR996560,0.0016909835,0.0038745278,0.99443454
SRR5177495,0.0035741879,0.976033,0.020392869
SRR5178946,0.0035741879,0.976033,0.020392869
ERR1691075,0.0016313726,0.0036418345,0.99472684
SRR8609790,0.013567795,0.8475325,0.13889968
SRR5827493,0.0035743315,0.9760317,0.020393936
ERR2511175,0.0016355518,0.003645853,0.99471855
SRR2056529,0.0035741879,0.976033,0.020392869
SRR8609373,0.0042929123,0.011665005,0.98404205
SRR4006971,0.0035744153,0.97603136,0.020394176
ERR2738653,0.0018152667,0.0035807039,0.99460405
SRR6409018,0.001642492,0.0036333015,0.9947242
DRR047708,0.0016289862,0.003644675,0.99472636
SRR2154908,0.0016286423,0.0036572726,0.9947141
SRR1023684,0.0017012733,0.0035746156,0.9947241
SRR6931631,0.0016683985,0.0036033988,0.99472827
ERR1311561,0.0016824094,0.003616305,0.99470127
SRR952133,0.0016568418,0.0037800297,0.99456316
DRR018683,0.0016452895,0.003631081,0.9947237
SRR943497,0.003574191,0.97603285,0.020392884
ERR719222,0.001705807,0.003567958,0.99472624
SRR6038255,0.001864576,0.0034259334,0.9947095
ERR2002095,0.0016115735,0.0036609543,0.99472743
ERR441185,0.0016142895,0.0036576446,0.994728
ERR883400,0.0016596286,0.0036180944,0.99472225
SRR6745949,0.0035741879,0.976033,0.020392869
SRR1631534,0.0016085635,0.003662914,0.9947285
ERR1654712,0.0016785815,0.003603201,0.99471825
DRR018740,0.0016132084,0.003659206,0.99472755
SRR996431,0.0017065267,0.0036846146,0.9946089
ERR1512194,0.0016285455,0.003658192,0.99471325
SRR5868845,0.0016087167,0.0036628733,0.9947284
SRR1923940,0.0016085635,0.003662914,0.9947285
ERR1523643,0.0017164418,0.003634168,0.99464935
SRR6823561,0.0035741879,0.976033,0.020392869
SRR6264743,0.0016817915,0.0036062,0.994712
SRR6412065,0.001610579,0.0036613825,0.994728
SRR1923911,0.0016086864,0.003662764,0.9947286
SRR7453756,0.0016757039,0.0036116831,0.9947126
SRR5377224,0.0035741879,0.976033,0.020392869
SRR5587990,0.0035741879,0.976033,0.020392869
ERR1314323,0.0016908871,0.0035978206,0.9947113
ERR1987713,0.001627007,0.0036456194,0.99472743
SRR6819896,0.0035741879,0.976033,0.020392869
ERR2043141,0.0035742053,0.9760331,0.020392744
ERR498642,0.0016262681,0.003647952,0.99472576
ERR2738789,0.0017937041,0.0036218548,0.9945845
SRR6931597,0.0016102175,0.003667303,0.9947225
SRR5178723,0.0035741944,0.97603285,0.020392898
SRR5590744,0.0035744256,0.9760308,0.020394772
ERR1383417,0.0016833363,0.0035997615,0.99471694
ERR1103256,0.0035741976,0.97603285,0.02039289
ERR2592262,0.8282205,0.057771944,0.11400753
SRR6764723,0.001627852,0.0036475756,0.9947246
SRR4786132,0.0035741879,0.976033,0.020392869
SRR1770869,0.0035741958,0.97603285,0.02039288
SRR5595881,0.003574924,0.97602683,0.020398317
SRR882195,0.0035745606,0.9760296,0.020395836
SRR2658145,0.0016087926,0.003662854,0.9947284
ERR1971165,0.0016754009,0.0036073814,0.9947172
SRR1922876,0.0016387221,0.0036350968,0.9947261
ERR500399,0.0016114422,0.0036620873,0.9947265
ERR1896887,0.013569081,0.847448,0.13898288
ERR1384880,0.0016458753,0.003628261,0.9947259
SRR920902,0.0016094762,0.0036626812,0.9947279
ERR1523358,0.013567124,0.8476316,0.13880138
SRR4408767,0.0035741879,0.976033,0.020392869
SRR5688012,0.0016105751,0.0036623569,0.9947271
ERR2836005,0.0016538744,0.003651692,0.9946944
SRR6394037,0.0016155861,0.0036574767,0.99472696
SRR4780002,0.0035741879,0.976033,0.020392869
ERR1462862,0.0035378537,0.009273982,0.9871882
SRR500428,0.003574326,0.9760325,0.020393135
SRR6060206,0.0016304386,0.00364662,0.99472296
ERR1456933,0.001634025,0.003641204,0.9947248
ERR531555,0.0016670367,0.0036110608,0.9947219
ERR1383906,0.0018517382,0.003455361,0.99469286
SRR3883995,0.0035741958,0.97603285,0.020392923
SRR6443955,0.0016814545,0.0035920732,0.9947265
SRR1631454,0.0035955685,0.009452919,0.9869515
ERR2211177,0.0016167705,0.0036539608,0.99472934
SRR5178856,0.0035741879,0.976033,0.020392869
ERR2849273,0.0016909277,0.0035952965,0.9947137
SRR505239,0.0016315946,0.003640533,0.9947279
ERR498729,0.0016995504,0.0035677261,0.99473274
ERR719390,0.0017609139,0.0035224203,0.9947167
SRR2144027,0.0016251832,0.003648403,0.99472636
SRR575270,0.0035742118,0.976033,0.02039276
SRR2126837,0.0035741879,0.976033,0.020392869
ERR107023,0.0017099074,0.0035747697,0.9947153
SRR953020,0.0035741879,0.976033,0.020392869
ERR2777844,0.0017987844,0.003623244,0.994578
SRR7902188,0.0016194698,0.00366011,0.99472046
ERR1256309,0.0016280208,0.003652977,0.994719
ERR487718,0.0018462838,0.0036659134,0.9944878
SRR5590603,0.011768283,0.8758926,0.11233921
SRR6932003,0.0016104315,0.0036624442,0.9947271
ERR1311577,0.0016333527,0.0036470476,0.9947196
SRR2145325,0.0016438224,0.003637594,0.99471855
ERR308694,0.0017770035,0.0035802594,0.99464273
SRR6670674,0.0016332555,0.0036561198,0.9947107
ERR1450573,0.0016531602,0.0036362417,0.99471056
ERR309596,0.0016678974,0.0036393488,0.99469274
SRR5176098,0.0035741928,0.97603285,0.020392898
SRR6444378,0.0017346173,0.003545686,0.9947196
SRR1123180,0.003574617,0.9760296,0.020395903
SRR1824418,0.0035742058,0.97603273,0.020393005
ERR2730283,0.0016185434,0.003657038,0.99472433
SRR4415178,0.0035741879,0.976033,0.020392869
ERR833168,0.0016197274,0.0036567408,0.99472356
SRR575265,0.0035741879,0.976033,0.020392869
ERR1582112,0.0035741958,0.97603285,0.020392898
SRR6038319,0.0017165575,0.0035693268,0.9947141
ERR1263624,0.0016551989,0.0036514075,0.99469334
SRR6264012,0.0016851033,0.0035941121,0.9947208
ERR1523693,0.009983679,0.041568186,0.9484481
ERR209740,0.0016248723,0.0036520357,0.9947231
SRR6746137,0.0035788957,0.97599036,0.02043067
DRR050837,0.001612111,0.0036608535,0.9947271
ERR1523060,0.0016873167,0.003648866,0.99466383
ERR1383565,0.0016460923,0.0036321285,0.9947218
ERR2495444,0.0016840015,0.0035963466,0.9947196
SRR5181343,0.0035741879,0.976033,0.020392869
ERR2002070,0.0016112442,0.0036607382,0.994728
SRR6295320,0.0018808946,0.0035347284,0.9945844
SRR5699517,0.0016141003,0.0036615224,0.99472433
ERR1989795,0.0016169378,0.0036595473,0.99472356
ERR522565,0.0016221735,0.0036511505,0.9947267
SRR5178618,0.0035741879,0.976033,0.020392869
SRR747742,0.0037334464,0.9745814,0.021685155
SRR2097738,0.0035741879,0.976033,0.020392869
ERR1523752,0.0016376183,0.0036543324,0.99470806
ERR719294,0.0017830336,0.0034967097,0.9947202
SRR3664365,0.0035741879,0.976033,0.020392869
SRR2060131,0.0035964653,0.97583133,0.020572197
SRR5165681,0.0016085412,0.0036629192,0.9947285
SRR1067540,0.0035741879,0.976033,0.020392869
SRR505167,0.001707368,0.0035825034,0.9947101
ERR2002118,0.001614191,0.0036615273,0.9947242
ERR1310131,0.0016198644,0.0036539666,0.9947261
SRR2897237,0.0017352009,0.0036194175,0.99464536
ERR543559,0.0035724451,0.97604376,0.020383839
ERR1582797,0.0035742475,0.9760325,0.020393308
SRR5985528,0.013567024,0.8476298,0.13880315
ERR1383465,0.0016877897,0.0035881472,0.994724
SRR1660187,0.001613232,0.0036616963,0.99472505
ERR1314773,0.0016391339,0.0036380242,0.99472284
SRR5803487,0.0035741879,0.976033,0.020392869
ERR1310508,0.001638452,0.0036461854,0.9947154
ERR878264,0.0017839185,0.0035363752,0.99467963
SRR2098501,0.0035800762,0.9759818,0.02043817
ERR560918,0.0016400102,0.0036396757,0.99472034
SRR1818157,0.003574191,0.97603285,0.02039288
ERR1314785,0.0016551679,0.0036245866,0.9947202
SRR2922972,0.0016090461,0.0036627904,0.99472815
ERR1256290,0.0016399666,0.0036404743,0.9947195
ERR1885247,0.0035742242,0.9760326,0.020393148
SRR3647788,0.0016403868,0.0036389718,0.9947206
ERR1111266,0.0017178524,0.0035617363,0.99472046
SRR2034581,0.0035741958,0.97603285,0.020392884
ERR561591,0.001657223,0.0036248171,0.994718
ERR2314517,0.0017986519,0.0035551921,0.99464613
SRR994864,0.0016087468,0.003662802,0.9947285
ERR719483,0.0017443324,0.0035309074,0.9947247
SRR1067945,0.0035741879,0.976033,0.020392869
ERR1313600,0.0016173951,0.0036579843,0.9947246
ERR1896868,0.0016655375,0.0036514224,0.9946831
SRR6411640,0.0016294633,0.0036413884,0.9947292
SRR1503421,0.0035663205,0.97607654,0.020357126
ERR309402,0.001820428,0.0035170994,0.99466246
SRR4414698,0.0035741879,0.976033,0.020392869
SRR2086732,0.0016199625,0.0036595534,0.99472046
ERR309545,0.0017307387,0.0036347413,0.9946345
SRR5178714,0.0035742344,0.9760326,0.0203932
ERR1263507,0.001692627,0.0036071392,0.9947002
SRR1123503,0.0035780543,0.9759982,0.020423684
ERR986327,0.001699409,0.0036051052,0.9946955
SRR2059882,0.0035741879,0.976033,0.020392869
ERR1690091,0.0016410577,0.0036310083,0.9947279
SRR5164233,0.001621151,0.0036570258,0.9947219
SRR1622904,0.0016122934,0.0036619713,0.99472576
ERR866962,0.0016147649,0.003661261,0.994724
DRR012995,0.0035741879,0.976033,0.020392869
ERR883526,0.001616918,0.003657901,0.99472517
ERR209662,0.001651983,0.0036326698,0.9947154
SRR6444372,0.0017396271,0.0035426172,0.9947178
SRR8610831,0.004356271,0.011949452,0.98369426
DRR043183,0.0016100035,0.003662145,0.9947279
SRR6931365,0.0017151455,0.0035893011,0.9946956
SRR5983369,0.0016429287,0.0036302789,0.99472684
SRR7092939,0.003574191,0.97603285,0.02039288
SRR387988,0.0026038534,0.006453997,0.9909422
SRR4414696,0.0035741879,0.976033,0.020392869
SRR3589548,0.0035745406,0.9760297,0.020395735
SRR7902264,0.0116243595,0.8780638,0.1103118
ERR1226542,0.0016200795,0.0036554,0.99472445
ERR2836035,0.0017683461,0.0035563495,0.9946753
SRR5643967,0.001612854,0.0036618386,0.9947253
SRR3664313,0.0035741879,0.976033,0.020392869
ERR1310767,0.0016178335,0.0036545815,0.99472755
SRR1426876,0.0016934668,0.0035748645,0.99473166
ERR1897046,0.0035741879,0.976033,0.020392869
SRR1258334,0.0035741879,0.976033,0.020392869
SRR3664246,0.0035741879,0.976033,0.020392869
SRR3096017,0.0035790245,0.9759892,0.020431748
SRR5831832,0.0016918553,0.0035901282,0.994718
SRR8610653,0.0017434311,0.0040344098,0.9942221
ERR2739374,0.0019051824,0.0035916064,0.99450326
SRR8608248,0.012638244,0.041840285,0.9455215
SRR3201875,0.0016388717,0.0036537373,0.99470735
ERR308611,0.0018022258,0.0035488743,0.9946489
ERR765861,0.0016378209,0.0036468096,0.9947154
ERR1297725,0.0016876531,0.0035924704,0.99471986
SRR6932381,0.0016109237,0.003661616,0.99472743
DRR070564,0.0035742177,0.97603273,0.020393092
SRR4826262,0.003574231,0.9760326,0.020393206
SRR2034231,0.0035741879,0.976033,0.020392869
ERR1690706,0.0016892861,0.0035798852,0.99473083
ERR1594226,0.0035742049,0.976033,0.020392863
ERR986790,0.01375814,0.7429563,0.24328563
SRR5591504,0.0035751907,0.97602385,0.02040092
ERR757039,0.0016317436,0.0036547983,0.9947135
ERR499635,0.0017096179,0.003572759,0.99471766
ERR539457,0.0035741879,0.976033,0.020392869
ERR924348,0.001692242,0.0036003483,0.99470735
SRR6054540,0.001665512,0.0036163854,0.99471813
SRR1618290,0.0016911309,0.0035974833,0.9947114
ERR2849498,0.0016996772,0.0035783516,0.994722
ERR1226486,0.0016098254,0.0036633112,0.99472684
ERR1548771,0.0016296643,0.0036640745,0.99470633
SRR8609796,0.0016897438,0.0038809276,0.99442935
ERR990594,0.0016123017,0.0036606665,0.9947271
ERR1689911,0.0016117205,0.003660253,0.994728
ERR472965,0.0016683226,0.0036159698,0.99471575
ERR441371,0.0021223237,0.00417428,0.9937034
SRR6757605,0.0016128656,0.0036616873,0.9947254
SRR632524,0.003574191,0.97603285,0.020392884
SRR6670758,0.0017338552,0.0036358663,0.9946302
SRR1602606,0.0035744335,0.9760307,0.020394824
ERR1298288,0.0016591232,0.0036093981,0.9947314
SRR6765061,0.001637476,0.003642179,0.99472034
ERR531708,0.0016701439,0.003612999,0.9947168
SRR5586563,0.0016710996,0.0036094047,0.9947195
SRR6264717,0.0016964781,0.0035828182,0.9947207
SRR6004978,0.003577229,0.97600865,0.020414012
ERR833521,0.0035741879,0.976033,0.020392869
SRR3884327,0.003574266,0.9760325,0.020393226
ERR1593535,0.0035741879,0.976033,0.020392869
ERR2511763,0.0016183502,0.0036532395,0.9947284
ERR1760029,0.0016173694,0.0036605955,0.994722
SRR1030796,0.0035741879,0.976033,0.020392869
SRR6931591,0.0016102841,0.003662636,0.9947271
SRR2898029,0.0016467995,0.003637248,0.994716
SRR6408661,0.0016158501,0.0036558602,0.99472827
ERR1582767,0.003574769,0.97602785,0.020397356
ERR1896730,0.013549759,0.8479171,0.13853322
SRR6390396,0.001734332,0.0035811202,0.9946845
ERR1263362,0.0016292639,0.003656035,0.9947147
SRR1426173,0.0016345944,0.003656818,0.99470854
SRR5002168,0.003593751,0.9758623,0.02054402
ERR2511448,0.0016977625,0.0035757802,0.9947265
SRR5181261,0.0035741895,0.976033,0.02039287
SRR5831793,0.0016680134,0.003621273,0.9947107
ERR441835,0.0016088106,0.0036626384,0.9947286
SRR7453334,0.0016487403,0.0036361248,0.99471515
SRR1633167,0.0016130992,0.0036611105,0.99472576
SRR1426375,0.0016997348,0.003647909,0.9946524
SRR559241,0.0035741895,0.976033,0.02039287
SRR575266,0.0035741879,0.976033,0.020392869
ERR1523671,0.0032355061,0.008315678,0.9884488
SRR5175940,0.0035741914,0.976033,0.02039287
ERR501163,0.0016091393,0.0036626512,0.99472827
ERR2784764,0.0016413553,0.0036342307,0.99472433
ERR2226999,0.0016221204,0.0036594064,0.99471843
ERR1263766,0.0016862168,0.0038597942,0.99445397
SRR801113,0.0035743334,0.9760317,0.020394003
ERR1759926,0.0017883978,0.0037277215,0.9944839
SRR1016853,0.0035742007,0.97603273,0.020392993
ERR866535,0.001640681,0.003643448,0.99471587
SRR2168226,0.0035741879,0.976033,0.020392869
SRR971574,0.0035742403,0.9760324,0.020393396
ERR2511329,0.0016782796,0.0036148806,0.9947068
DRR048098,0.0016095231,0.003662124,0.9947284
SRR5983327,0.0016803801,0.0036312412,0.9946884
ERR1938008,0.0016128883,0.003658161,0.994729
SRR995029,0.16251086,0.03494005,0.8025491
SRR8605507,0.004670858,0.012872048,0.9824571
SRR7449506,0.0016446892,0.0036502753,0.994705
ERR309157,0.0017347233,0.0036518387,0.99461347
SRR996743,0.0016085473,0.0036629175,0.9947285
SRR1600346,0.0035741895,0.976033,0.02039287
SRR7901830,0.013567024,0.8476298,0.13880315
ERR500295,0.0016143388,0.0036589552,0.9947267
ERR1428281,0.0016104952,0.0036624265,0.9947271
ERR2495640,0.0016486101,0.003629349,0.994722
ERR1383386,0.0017132948,0.0035721415,0.99471456
SRR3361637,0.0016167534,0.0036568851,0.99472636
SRR980801,0.009428662,0.35478988,0.6357814
SRR5902502,0.0035746964,0.97602844,0.020396952
ERR986323,0.0016466052,0.003650407,0.994703
SRR1426326,0.0016587831,0.00364775,0.99469346
ERR1256953,0.0016192661,0.003655924,0.9947248
ERR107064,0.0017856891,0.0035088123,0.9947055
ERR441040,0.0016203462,0.0036527116,0.99472696
ERR2592336,0.8281962,0.057885714,0.113918126
DRR047945,0.0016223424,0.0036506746,0.99472696
ERR719896,0.0017911837,0.0034919013,0.99471694
ERR1385393,0.0016500719,0.0036328302,0.99471706
ERR2511751,0.0016439819,0.0036253883,0.9947306
SRR5467747,0.0016239857,0.003648148,0.9947279
SRR6413952,0.0016404248,0.003636746,0.99472284
ERR2598671,0.0016098288,0.0036625944,0.99472755
SRR8611280,0.010291074,0.03277042,0.9569385
SRR5177245,0.0035741879,0.976033,0.020392869
SRR976686,0.0035741944,0.97603285,0.02039288
SRR1660249,0.0016110623,0.0036622682,0.9947267
ERR1844977,0.0035742156,0.9760331,0.020392744
ERR765834,0.001637152,0.0036495938,0.99471325
SRR6411516,0.0016515156,0.003648047,0.99470043
SRR632530,0.0035742074,0.97603273,0.020393014
ERR2854541,0.0017044293,0.0036251224,0.99467045
ERR579460,0.0017082307,0.003567692,0.9947241
ERR1385194,0.0017497098,0.0035359722,0.9947143
ERR1960652,0.0016438919,0.0036543338,0.9947018
SRR6038185,0.0017830129,0.0035064267,0.99471056
ERR2263517,0.0016713747,0.0036274632,0.99470115
SRR924164,0.0035741895,0.976033,0.02039287
ERR866931,0.0016228191,0.0036558346,0.9947213
SRR7303169,0.0016389043,0.0036500453,0.99471104
SRR6746497,0.0035741879,0.976033,0.020392869
ERR1310135,0.0016254422,0.003655672,0.9947189
ERR2531926,0.0016617815,0.003617052,0.9947212
SRR6292310,0.0035741879,0.976033,0.020392869
SRR387937,0.0016246868,0.0036472976,0.994728
ERR923595,0.001617933,0.0036602253,0.9947219
SRR1770612,0.0035742973,0.9760326,0.020393064
ERR1366651,0.0016712019,0.003620534,0.9947083
ERR1690765,0.0016372893,0.0036324922,0.99473023
SRR7704528,0.001627162,0.0036530546,0.99471974
DRR018407,0.0016843493,0.003592322,0.9947233
ERR2022802,0.0044190856,0.12371839,0.87186253
ERR487744,0.0016740834,0.003620033,0.99470586
ERR487252,0.0016195272,0.0036579352,0.9947226
ERR658194,0.0035741879,0.976033,0.020392869
ERR1383433,0.0016614554,0.0036133274,0.99472517
ERR579769,0.0017259007,0.0035512107,0.99472296
ERR2211120,0.0016745334,0.0036027806,0.9947227
SRR952011,0.0045066155,0.124071546,0.8714218
ERR525857,0.0016464727,0.0036276262,0.9947259
SRR5916552,0.0035741879,0.976033,0.020392869
SRR1119064,0.0035741944,0.97603285,0.020392898
SRR2897675,0.0016545793,0.0036417604,0.9947037
ERR1383937,0.0016101749,0.0036619827,0.9947279
SRR6038248,0.0016361655,0.00363738,0.9947265
SRR6931249,0.0016090148,0.0036628009,0.99472815
ERR3506614,0.0017548497,0.003647184,0.9945979
ERR2133888,0.0016404451,0.0036472662,0.99471235
ERR2216471,0.0017008053,0.003607326,0.9946919
SRR2086767,0.0016324356,0.0036498297,0.9947178
ERR561032,0.0017085368,0.003582632,0.9947088
ERR500426,0.0016120307,0.0036620274,0.9947259
ERR538608,0.0035741879,0.976033,0.020392869
SRR2923355,0.0016998688,0.0035859398,0.9947142
SRR3741931,0.0035741879,0.976033,0.020392869
SRR8356253,0.0016107425,0.0036612393,0.994728
