,root:Engineered:Wastewater,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Human,root:Host-associated:Insecta,root:Host-associated:Mammals,root:Host-associated:Plants,Unknown
ERR1256798,0.0027637202,0.006883526,0.00015253511,0.20314664,0.0010908616,0.7836337,0.0023289993,0.0
SRR6765044,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR1522984,0.003459175,0.021732278,0.00039823775,0.011464391,0.0013109284,0.95661634,0.0050186827,0.0
ERR1960731,0.000824136,0.000669022,0.0013665598,0.99095315,0.0013488859,0.003642298,0.0011958809,0.0
SRR8605745,0.0007979266,0.0027703075,0.009072786,0.003196926,0.0006420188,0.003384834,0.98013514,0.0
SRR6412021,0.0008241955,0.00066899235,0.0013665897,0.990953,0.001348886,0.0036422983,0.0011960593,0.0
ERR757137,0.003500894,0.008032834,0.00049822085,0.0155052645,0.00058645173,0.9648712,0.007005198,0.0
SRR6394172,0.0008241954,0.0006689923,0.0013666489,0.9909531,0.0013488859,0.0036422089,0.00119597,0.0
ERR2523265,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR500329,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR2586220,0.84341913,0.0038432188,0.0930581,0.0065410286,0.015423616,0.034422204,0.0032926905,0.0
SRR2658746,0.00082395854,0.00066928996,0.0013663234,0.990952,0.0013484119,0.0036436976,0.0011962979,0.0
ERR2442795,0.0012343478,0.0063955905,0.00019683545,0.2989407,0.0018309321,0.68922985,0.0021717697,0.0
SRR6444890,0.00084681174,0.0007011365,0.0013535264,0.99074876,0.0013924702,0.0037072336,0.0012500031,0.0
SRR8605087,0.000700707,0.0031576199,0.00876479,0.0036425306,0.00061690004,0.002719229,0.9803982,0.0
ERR498886,0.0008241659,0.00066905183,0.0013665304,0.99095285,0.001348916,0.0036423581,0.0011960891,0.0
SRR4414504,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
ERR443622,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR719630,0.00082426454,0.000671525,0.0013641698,0.9909388,0.0013481592,0.0036514897,0.0012015685,0.0
ERR1263688,0.0034186395,0.006562693,0.0005498464,0.0148719,0.000658437,0.9662981,0.007640386,0.0
ERR330023,0.00093231886,0.9879793,0.0030026296,0.0009216272,0.0028065464,0.0018047466,0.0025529247,0.0
SRR3108896,0.0009323185,0.98797923,0.0030024797,0.00092162687,0.0028065154,0.0018047757,0.0025530132,0.0
SRR7270383,0.0033857976,0.006698456,0.0005558356,0.015018329,0.00065458694,0.96631867,0.0073683867,0.0
ERR765811,0.0005576394,0.0039693727,0.008245044,0.004575461,0.00057487894,0.0018507827,0.9802269,0.0
SRR2026400,0.0009322294,0.9879796,0.0030023612,0.0009216271,0.002806427,0.0018047761,0.0025529838,0.0
SRR4414898,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
ERR894681,0.00065215357,0.004279851,0.007897924,0.0034995372,0.00063677796,0.0022499685,0.9807838,0.0
SRR2086749,0.0008322431,0.0006735947,0.0013675069,0.9908985,0.0013594275,0.0036496555,0.0012190767,0.0
ERR1522386,0.0033857976,0.006698456,0.0005558356,0.015018329,0.00065458694,0.96631867,0.0073683867,0.0
SRR1618007,0.000823402,0.00067176175,0.001364079,0.9909402,0.0013465236,0.0036535345,0.0012004381,0.0
SRR5514560,0.0009322303,0.9879796,0.003002245,0.0009218662,0.0028066975,0.0018045992,0.0025528076,0.0
ERR500234,0.00082009047,0.00068798836,0.0013510535,0.99088943,0.0013418447,0.003696868,0.0012127726,0.0
SRR5908589,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR5227103,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR5165945,0.0008243159,0.0006695283,0.0013662655,0.9909525,0.0013495125,0.003641741,0.0011961804,0.0
SRR6028405,0.00084196206,0.0006883677,0.0013677353,0.9908334,0.0013925374,0.0036516904,0.0012242104,0.0
SRR828647,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR803216,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR2016338,0.0033871601,0.0067112423,0.00055520196,0.015022754,0.00065389666,0.9663053,0.0073644645,0.0
DRR024028,0.0009318882,0.0008134603,0.0013413511,0.98998374,0.0015679889,0.003995033,0.0013664506,0.0
SRR1271813,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR5001966,0.0009323492,0.9879791,0.0030026315,0.00092180644,0.0028067564,0.0018045987,0.0025527475,0.0
ERR1310116,0.0008829384,0.00074392103,0.0013498941,0.990399,0.0014458101,0.0038501567,0.0013281801,0.0
ERR2002343,0.0008274953,0.00068749004,0.0013506508,0.99085146,0.0013516905,0.0037031127,0.001228083,0.0
SRR2168227,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR2314489,0.00055740256,0.0039711627,0.008244047,0.0045774602,0.00057482044,0.001849478,0.9802256,0.0
ERR1689437,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR6292351,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR1905843,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR1384534,0.0008190465,0.0007409331,0.0013052273,0.9905602,0.0013161317,0.003953862,0.0013046033,0.0
SRR5177255,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR6931231,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR451369,0.0008307322,0.0006834214,0.0013870089,0.9908765,0.0013515771,0.0036607638,0.001210028,0.0
ERR1726026,0.84341913,0.0038432188,0.0930581,0.0065410286,0.015423616,0.034422204,0.0032926905,0.0
SRR5595936,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR1632300,0.0008238995,0.0006694388,0.0013662053,0.9909515,0.0013483234,0.0036441744,0.0011965361,0.0
DRR016079,0.0067338943,0.9280722,0.00060898066,0.008541375,0.0014357865,0.028672665,0.0004581213,0.025476933
ERR1429262,0.0009322889,0.98797935,0.003002361,0.0009215972,0.002806486,0.0018048355,0.0025529836,0.0
SRR1123232,0.0009336306,0.9879735,0.0030075181,0.0009214796,0.0028082777,0.0018039749,0.0025517072,0.0
ERR705776,0.00082401856,0.0006693202,0.0013662353,0.9909514,0.0013484723,0.0036438487,0.0011966552,0.0
ERR2739337,0.00079624855,0.0007324619,0.0013140582,0.9906575,0.0012730588,0.003946334,0.0012802783,0.0
SRR2144008,0.0008437943,0.00069108733,0.0013641148,0.99080944,0.0013913234,0.0036667788,0.001233448,0.0
SRR6239875,0.00082771445,0.000672479,0.0013637609,0.9909166,0.001351998,0.0036545976,0.0012127435,0.0
ERR1428919,0.0005626211,0.003948067,0.008290257,0.0045467718,0.00057644217,0.0018660807,0.98020977,0.0
SRR3095175,0.0008238715,0.0006699154,0.0013657328,0.99094844,0.0013478212,0.003646588,0.0011976672,0.0
ERR209873,0.0004311204,0.009840399,0.0003285706,0.89949083,0.00038331747,0.06235519,0.0043635666,0.022807002
ERR1384309,0.0008323983,0.00071715546,0.0013271194,0.9906413,0.0013433407,0.0038474875,0.001291171,0.0
ERR1315663,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR2495354,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR1297955,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR2855899,0.00093219965,0.9879796,0.0030023612,0.0009216271,0.0028064863,0.0018047761,0.002552954,0.0
ERR539297,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
SRR6765049,0.00055731344,0.003971193,0.008244048,0.0045775496,0.00057485024,0.0018494187,0.9802257,0.0
ERR923509,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR2897094,0.0033858258,0.006698454,0.0005559528,0.015018382,0.00065464544,0.96631837,0.0073684133,0.0
SRR6932384,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR2108226,0.84341913,0.0038432188,0.0930581,0.0065410286,0.015423616,0.034422204,0.0032926905,0.0
SRR6444727,0.00086431706,0.0007119425,0.0013654897,0.99063283,0.0014251325,0.003725869,0.0012743917,0.0
SRR2143953,0.0008469354,0.000693101,0.001365172,0.990784,0.001395024,0.0036751523,0.0012405956,0.0
SRR1426570,0.0033858262,0.0066984836,0.0005558355,0.015018384,0.0006546455,0.9663185,0.0073684435,0.0
SRR924064,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR640747,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
SRR632455,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR3362126,0.0008241955,0.00066899235,0.0013665599,0.9909532,0.001348886,0.0036422093,0.0011959999,0.0
ERR695445,0.0033879743,0.006696824,0.00055624725,0.015015185,0.00065476407,0.9663205,0.0073685455,0.0
SRR3589566,0.0009319984,0.9879795,0.002998847,0.0009286925,0.0028171414,0.0017973129,0.0025464736,0.0
DRR047756,0.00084155484,0.00068124593,0.00136968,0.9908261,0.0013719078,0.0036670843,0.00124252,0.0
SRR1556894,0.000932289,0.9879796,0.0030023612,0.0009215973,0.002806427,0.0018047165,0.0025529838,0.0
SRR6413838,0.0008243445,0.00066911156,0.001366531,0.99095196,0.0013491543,0.0036422708,0.0011967431,0.0
ERR1109435,0.00082343747,0.00067286554,0.0013626033,0.9909291,0.001345137,0.0036613427,0.0012054666,0.0
SRR5176211,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR1960775,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
SRR5688009,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR1522413,0.003841945,0.007247709,0.0006237322,0.01395372,0.00070344395,0.96661407,0.007015364,0.0
ERR1690252,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR1119044,0.010847371,0.013193201,0.9437743,0.0126556745,0.0031447096,6.757122e-05,0.016317222,0.0
SRR943261,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
ERR139196,0.0008265724,0.00066991366,0.0013668282,0.9909393,0.0013522733,0.0036422415,0.0012027732,0.0
SRR4415510,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
SRR1617756,0.047999352,0.0021970272,0.009049416,0.0015806854,0.00067064166,0.8160795,0.021724641,0.10069877
SRR7015932,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR1824402,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR7704537,0.00083733257,0.00069329166,0.0013556303,0.9908537,0.0013866427,0.0036550867,0.0012182731,0.0
ERR443976,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
SRR6265000,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR2716311,0.84341913,0.0038432188,0.0930581,0.0065410286,0.015423616,0.034422204,0.0032926905,0.0
ERR923635,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR1677030,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR1677331,0.00055734324,0.003971342,0.008243871,0.004577729,0.0005748206,0.0018493298,0.98022556,0.0
ERR500614,0.000824255,0.00066905183,0.0013665898,0.9909529,0.0013489753,0.00364218,0.0011961188,0.0
SRR500390,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR719333,0.00082330947,0.00069711264,0.0013409897,0.9907942,0.001337009,0.0037612773,0.0012461045,0.0
SRR5564438,0.0033858267,0.0066984845,0.00055583555,0.015018327,0.0006546162,0.96631855,0.007368386,0.0
SRR1623186,0.004846631,0.649909,0.29173908,0.0012076763,0.0015982622,4.5323643e-05,0.050654013,0.0
SRR944583,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
SRR505265,0.0008195266,0.00069549994,0.0013426964,0.99082327,0.0013329227,0.0037509229,0.001235157,0.0
ERR1314375,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR2495447,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR388070,0.0008241954,0.0006689626,0.0013666489,0.99095315,0.0013488859,0.0036422384,0.00119597,0.0
DRR047719,0.00082500034,0.0006694996,0.0013661785,0.9909469,0.0013498116,0.003643291,0.0011993011,0.0
SRR1617940,0.0002807846,0.0073981495,0.0004946606,0.95244664,0.00023109291,0.032202035,0.0069465907,0.0
ERR499023,0.0008343384,0.00069370755,0.0013479945,0.9907884,0.0013598177,0.0037274305,0.0012483884,0.0
ERR719474,0.00083232764,0.0006950224,0.0013455439,0.99078435,0.0013550798,0.003738018,0.0012497392,0.0
ERR1811156,0.0008211063,0.0006867159,0.0013497263,0.9908526,0.0013348436,0.0037247885,0.0012301296,0.0
SRR6264149,0.0008246431,0.0006693802,0.0013662069,0.99094987,0.0013494538,0.0036427234,0.0011977257,0.0
ERR1523254,0.0033867,0.0067005833,0.0005559566,0.015015054,0.00065467926,0.96631944,0.007367731,0.0
ERR1676954,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
ERR675498,0.0047489805,0.0030342157,0.00035954145,0.010226599,0.00079932,0.952443,0.02838838,0.0
SRR1617905,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR720102,0.00046434999,0.0031173825,0.0006790757,0.97628033,0.0005107224,0.015371621,0.0033516288,0.00022494793
ERR520874,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
SRR6932360,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR1382342,0.00082782283,0.00068731245,0.0013504442,0.9908405,0.0013495826,0.0037108993,0.0012334017,0.0
SRR2074941,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR579425,0.0007980547,0.0007210507,0.0013237435,0.9907153,0.0012793295,0.0038995147,0.00126299,0.0
SRR5915544,0.000932289,0.9879796,0.0030023314,0.0009215973,0.0028064565,0.0018047165,0.0025529838,0.0
ERR1385249,0.0008399959,0.00070257124,0.0013440945,0.990736,0.0013710684,0.0037471256,0.0012591621,0.0
SRR1949155,0.00083650136,0.0006715892,0.0013733272,0.99089074,0.0013641489,0.0036335026,0.0012302173,0.0
SRR6764354,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR5983279,0.00082458206,0.0006692303,0.0013665012,0.9909517,0.0013497184,0.0036415872,0.0011967133,0.0
ERR2233245,0.00093250023,0.9879782,0.0030026978,0.000922017,0.0028073585,0.0018045135,0.0025525447,0.0
SRR6412057,0.0008242252,0.0006690221,0.0013665599,0.99095315,0.001348886,0.0036422093,0.0011959999,0.0
DRR018776,0.0008509924,0.0006952836,0.0013630314,0.99071616,0.0013829629,0.0037170507,0.0012744241,0.0
SRR6931434,0.00083761354,0.00069241173,0.0013530977,0.99081665,0.0013749909,0.003690526,0.0012347499,0.0
DRR061138,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR1593363,0.010847312,0.013193201,0.9437744,0.012655703,0.0031446805,6.757109e-05,0.016317163,0.0
SRR3210052,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
SRR6931834,0.00086979073,0.0007868587,0.001296693,0.9901903,0.0014016135,0.0040798034,0.0013749303,0.0
SRR6931783,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR501142,0.0008241361,0.0006690221,0.0013665599,0.99095315,0.0013488267,0.0036422983,0.0011959701,0.0
ERR531724,0.0008252812,0.00067307515,0.0013626363,0.9909265,0.001349299,0.0036565396,0.001206628,0.0
SRR3037240,0.00082219165,0.00069127436,0.0013457718,0.9908265,0.0013360875,0.0037406052,0.0012375801,0.0
ERR1315332,0.0007389444,0.0008553164,0.0012328717,0.99005455,0.0011278515,0.004558716,0.0014318274,0.0
ERR1522379,0.0033857976,0.006698456,0.0005558356,0.015018329,0.00065458694,0.96631867,0.0073683867,0.0
SRR1302193,0.0009323841,0.9879787,0.0030024692,0.0009226454,0.0028082312,0.0018034471,0.0025520765,0.0
SRR6931864,0.0008241657,0.000669022,0.0013666191,0.9909531,0.0013489156,0.0036422089,0.0011959403,0.0
ERR1298088,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR1529665,0.00040501362,0.005581171,0.00048536068,0.9573384,0.0004122854,0.02741531,0.0037240689,0.004638434
ERR209872,0.00083306746,0.0007037492,0.0013384573,0.99073035,0.0013528359,0.003777026,0.0012645442,0.0
SRR1426450,0.0033866053,0.0066951425,0.00055568665,0.015014717,0.00065473095,0.96631813,0.0073750163,0.0
DRR024161,0.00091601495,0.00078557525,0.0015667303,0.99011695,0.0014354599,0.0037845615,0.0013946401,0.0
SRR5180004,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR5165652,0.0008076236,0.00070902496,0.0013358498,0.9908204,0.0013136286,0.0037811794,0.0012322306,0.0
SRR3951025,0.00082526595,0.0006692309,0.0013666211,0.99094707,0.0013503433,0.0036418873,0.0011995361,0.0
ERR983887,0.0008242252,0.00066899235,0.0013665599,0.99095315,0.001348886,0.003642239,0.0011959701,0.0
SRR1185532,0.010847315,0.013193175,0.9437745,0.012655648,0.0031446812,6.757117e-05,0.016317166,0.0
SRR5640778,0.0009321998,0.9879796,0.003002332,0.0009216571,0.0028065168,0.0018047468,0.002552925,0.0
SRR3095158,0.000825657,0.0006789726,0.0013575292,0.99089736,0.0013492712,0.0036758445,0.00121536,0.0
DRR030612,0.0008241954,0.0006690517,0.0013665598,0.99095297,0.0013488266,0.0036423276,0.0011960294,0.0
ERR1523054,0.0035814296,0.008909412,0.0005445297,0.01376146,0.00077239715,0.96576625,0.00666452,0.0
SRR6408595,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
SRR7902025,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR1689188,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR970253,0.012176463,0.011698144,0.9443691,0.011441422,0.0032806427,8.164769e-05,0.016952628,0.0
DRR048094,0.0008460907,0.0006829971,0.0013771622,0.99080044,0.0013772513,0.0036650468,0.0012510476,0.0
SRR6264964,0.00082398835,0.00066937914,0.0013663534,0.9909519,0.0013485309,0.003643609,0.0011963277,0.0
ERR2003194,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
SRR3586903,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR5082931,0.0038208647,0.0056747557,0.0005172411,0.013804783,0.0007043071,0.96541417,0.010063813,0.0
SRR500457,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR1618272,0.00082354585,0.00067033217,0.0013653483,0.99094677,0.0013471101,0.003648761,0.0011980847,0.0
ERR501050,0.0007341801,0.026555624,0.00010330773,0.5336914,0.0007394551,0.27969363,0.0014043151,0.15707801
ERR1226255,0.0008235748,0.000670183,0.001365555,0.99094796,0.0013472573,0.003647807,0.0011976083,0.0
SRR5155753,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR1263642,0.0034117934,0.006606043,0.0005522783,0.0149167655,0.00065753004,0.9663042,0.0075514605,0.0
SRR8605197,0.0011720852,0.001874126,0.010036243,0.0021652507,0.00072176004,0.0064702765,0.9775602,0.0
SRR995003,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
ERR1691601,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR2511728,0.0008369506,0.00068507215,0.0013619162,0.99086016,0.0013775703,0.003656431,0.00122186,0.0
SRR8484793,0.00086289365,0.00070529105,0.0013685231,0.9906282,0.0014015228,0.0037383544,0.001295187,0.0
SRR3053289,0.0008244344,0.00066923106,0.0013663839,0.9909515,0.0013492149,0.0036423337,0.0011969819,0.0
SRR1618054,0.0037942827,0.025603503,0.0042743385,0.741185,0.00054469705,0.009261817,0.0022475123,0.21308881
ERR441839,0.00082425494,0.00066896266,0.0013665599,0.990953,0.0013489455,0.00364215,0.0011961187,0.0
ERR1384929,0.00082425756,0.000669648,0.0013659406,0.99094945,0.0013486528,0.0036445379,0.0011975484,0.0
ERR537679,0.0034162032,0.00668404,0.0005613968,0.01498268,0.000656249,0.96634555,0.007353785,0.0
ERR2043449,0.010847982,0.013192412,0.94377476,0.012654972,0.0031447676,6.757753e-05,0.01631754,0.0
SRR619314,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
SRR830623,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR7453540,0.00082437304,0.0006690512,0.0013667073,0.9909522,0.0013491226,0.003642028,0.0011965039,0.0
ERR1583159,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR1398201,0.00083033886,0.0006945484,0.0013450414,0.99079084,0.0013512205,0.003739956,0.0012480483,0.0
DRR088634,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR3095156,0.0008286459,0.00067735923,0.0013607485,0.9909082,0.001357778,0.0036558327,0.0012113629,0.0
SRR5525153,0.0008243457,0.00066932046,0.0013662359,0.99095047,0.0013489482,0.0036433158,0.0011974578,0.0
ERR1987742,0.0008242613,0.00067051244,0.0013649962,0.9909428,0.001347946,0.0036490397,0.0012005242,0.0
ERR1691531,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR2297157,0.0009785778,0.98774034,0.0031476286,0.0009007479,0.0028599587,0.0017974449,0.0025752673,0.0
ERR1678182,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR996899,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422382,0.0011959105,0.0
SRR980672,0.010847254,0.013193172,0.9437744,0.0126556745,0.0031446805,6.757097e-05,0.01631725,0.0
ERR1678233,0.041764144,0.0074753766,0.7080508,0.0068320935,0.0055379574,8.1533635e-06,0.17809893,0.052232567
ERR1382284,0.03242696,0.044224106,0.030860057,0.030313227,0.80524355,0.0010140155,0.055918027,0.0
SRR3030557,0.0008241954,0.0006689626,0.0013665895,0.99095315,0.0013488859,0.0036423276,0.0011958809,0.0
DRR030475,0.00082407705,0.0006691709,0.001366412,0.99095243,0.001348649,0.003643013,0.0011962381,0.0
ERR757080,0.0032397842,0.0066629113,0.00040423064,0.030923365,0.0007623609,0.9524865,0.0055208104,0.0
SRR3664361,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR675196,0.0034831867,0.0066406983,0.0005742664,0.014876115,0.00065950706,0.96643233,0.0073339203,0.0
SRR6764936,0.0005573136,0.0039713127,0.008243872,0.00457767,0.0005748207,0.0018492705,0.9802257,0.0
SRR6287315,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR1551324,0.0008368258,0.00070141983,0.0013424446,0.99072033,0.0013565556,0.0037706923,0.0012717709,0.0
ERR1298165,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR8609433,0.00081935286,0.002697395,0.009136523,0.0031130903,0.00064726325,0.0035390742,0.98004735,0.0
ERR1678134,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR522512,0.00082607364,0.00069735147,0.0013411108,0.99078137,0.0013410217,0.0037618775,0.0012512162,0.0
ERR1690239,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
ERR883487,0.0008322967,0.0006946946,0.0013458686,0.99078846,0.001355761,0.0037349227,0.0012480143,0.0
SRR5431264,0.00082419533,0.0006690219,0.001366619,0.99095315,0.0013488857,0.0036422678,0.0011959105,0.0
SRR5431552,0.0008242838,0.0006689917,0.0013667665,0.99095255,0.0013490333,0.003642295,0.0011960878,0.0
SRR2923750,0.00076149515,0.0008128142,0.0012564106,0.9902429,0.0011786743,0.0043559982,0.001391736,0.0
SRR2658224,0.0008241954,0.0006689626,0.0013665895,0.99095315,0.0013489156,0.003642298,0.00119597,0.0
SRR924059,0.00055737305,0.0039713425,0.008243902,0.00457767,0.0005748207,0.001849211,0.9802257,0.0
SRR7901970,0.007086961,0.3709845,0.008885562,1.9346155e-05,0.020121621,0.0009990148,0.59190303,0.0
DRR050888,0.0008236369,0.0006708387,0.0013649358,0.990944,0.0013471133,0.0036501954,0.0011993054,0.0
ERR1897509,0.0009322295,0.98797935,0.003002302,0.00092168676,0.0028065166,0.0018048359,0.0025530139,0.0
ERR2730280,0.00089335075,0.00072702236,0.0013958698,0.9904143,0.0014605481,0.0037762576,0.0013327356,0.0
ERR1522331,0.0033857962,0.006698482,0.0005559527,0.015018381,0.000654616,0.96631825,0.007368501,0.0
SRR5915085,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
ERR2599213,0.00055743236,0.003971163,0.008244048,0.0045775496,0.00057485024,0.0018493593,0.9802256,0.0
SRR2010516,0.00083739473,0.00067626016,0.0013764009,0.99086714,0.0013661239,0.0036486802,0.0012280087,0.0
SRR6975917,0.0009322295,0.9879797,0.0030023616,0.0009216272,0.0028064272,0.0018047168,0.0025529843,0.0
SRR5178703,0.00093392754,0.98797184,0.003008498,0.00092130003,0.0028083345,0.0018043602,0.0025517049,0.0
SRR6398155,0.000932289,0.9879795,0.0030023612,0.0009216271,0.0028064565,0.0018048356,0.0025529838,0.0
