,root:Engineered,root:Environmental,root:Host-associated
SRR6444470,0.0042066453,0.0030916473,0.99270165
SRR6413908,0.004514531,0.0027353452,0.99275005
ERR1522941,0.004064116,0.0032287273,0.9927072
SRR995664,0.0033404208,0.004388916,0.9922707
SRR028743,0.004823499,0.9766609,0.018515583
ERR1743392,0.005128497,0.97431594,0.020555595
ERR1314639,0.0042604073,0.0029966163,0.992743
ERR1263627,0.0043694903,0.0028877894,0.99274266
SRR5786389,0.0047623813,0.97682184,0.018415743
SRR2126828,0.004762349,0.9768222,0.018415561
SRR2299949,0.2777683,0.65482265,0.06740909
SRR1632852,0.0041507636,0.0031104672,0.9927388
SRR6054536,0.0039818175,0.003337073,0.9926811
ERR1690028,0.0037523557,0.0036326528,0.992615
SRR1426203,0.004527944,0.0027242058,0.99274784
ERR675576,0.0044583534,0.0027893812,0.9927523
ERR1303837,0.004210121,0.0031062553,0.9926836
SRR6457151,0.0047623767,0.97682184,0.018415697
ERR1384501,0.004188018,0.0030766937,0.99273527
ERR2739345,0.0041798223,0.0030844498,0.99273574
ERR543023,0.004763655,0.9768166,0.018419737
ERR1897410,0.004762347,0.9768222,0.018415552
SRR5178508,0.004955641,0.9762937,0.01875073
SRR1351672,0.004762386,0.97682184,0.018415766
SRR976706,0.0047813463,0.9767686,0.018449973
SRR882139,0.0047623613,0.97682196,0.018415604
ERR765901,0.002395456,0.007319494,0.9902851
ERR1690293,0.0043966467,0.0028495188,0.9927538
SRR4414256,0.0047663474,0.97681105,0.018422639
SRR1630971,0.005176979,0.0022166055,0.9926064
SRR3587046,0.0047623515,0.9768222,0.018415568
SRR6451742,0.0044147037,0.002846989,0.9927383
SRR1948990,0.004708633,0.0025737898,0.9927175
ERR487015,0.0034679656,0.0041234638,0.9924085
SRR6844037,0.0023127678,0.00790542,0.98978186
ERR500887,0.00430704,0.0029395714,0.9927533
ERR1384740,0.0043368414,0.002917037,0.99274606
SRR6932420,0.005056888,0.0022979814,0.99264514
ERR1582036,0.00476232,0.9768222,0.018415459
SRR5175921,0.0049556587,0.9762889,0.018755393
ERR500391,0.0044188253,0.002826306,0.9927549
ERR1987763,0.0040355884,0.0032546935,0.99270976
SRR1617762,0.0039383424,0.0034262352,0.9926354
SRR5176096,0.0051873927,0.97568625,0.019126415
SRR1145717,0.0046403767,0.97734743,0.018012129
SRR8356338,0.0039683175,0.0033588076,0.99267286
ERR1691857,0.0039831214,0.003315157,0.99270177
SRR8605790,0.0022130609,0.011041354,0.98674554
SRR5768253,0.0037376105,0.0036881363,0.9925742
ERR1256827,0.004026131,0.0032803805,0.9926934
ERR1256224,0.003929606,0.0034331915,0.99263716
SRR8609950,0.005319628,0.0021259263,0.9925545
SRR2897284,0.0039035345,0.003501155,0.9925954
ERR520785,0.00402831,0.003318493,0.99265313
ERR2001919,0.0041734753,0.003084588,0.99274194
ERR765882,0.0022086806,0.0083558485,0.98943543
ERR500734,0.0041615167,0.003098255,0.9927402
ERR1383866,0.004124748,0.0031528168,0.99272245
SRR8611128,0.0032777898,0.004461868,0.9922604
SRR8609938,0.0032218662,0.004585418,0.9921927
ERR1691063,0.0046469322,0.002617704,0.9927354
SRR5983396,0.0036872083,0.0037440914,0.9925687
SRR2145340,0.004251984,0.0029996347,0.99274844
SRR5165763,0.004319275,0.0029403477,0.99274045
ERR2511037,0.0038662015,0.003467563,0.9926662
SRR6004925,0.0047624474,0.97682184,0.018415751
ERR1523066,0.002513467,0.00915681,0.98832977
SRR7902054,0.0047615077,0.9768257,0.01841275
SRR5874722,0.0047623515,0.9768222,0.018415568
ERR2211064,0.0037208532,0.0036767959,0.9926024
ERR308804,0.0037967088,0.0036227033,0.99258053
ERR441742,0.0043455786,0.0028999285,0.9927545
ERR441590,0.004583497,0.0026723603,0.9927442
ERR1310151,0.0038471357,0.0035030206,0.99264985
SRR5468045,0.0042583505,0.0029914896,0.99275017
SRR1770595,0.00476287,0.97681993,0.018417181
ERR986376,0.0040886533,0.0032042544,0.9927071
SRR1744094,0.0045840726,0.0026715756,0.9927443
ERR2738615,0.00425267,0.0030002475,0.9927471
ERR1522024,0.003551754,0.0039966456,0.9924516
ERR719011,0.0040288228,0.0032774576,0.99269366
ERR1897663,0.004764427,0.9768156,0.018419914
SRR4300281,0.004764385,0.97681636,0.018419214
ERR500069,0.0045389235,0.0027179585,0.99274313
ERR1523612,0.0020518855,0.009063736,0.9888843
SRR6436928,0.0043200585,0.0029287608,0.9927511
DRR088616,0.020016486,0.15196775,0.8280158
ERR1314038,0.004713702,0.0025601056,0.9927262
SRR3026469,0.0047623576,0.9768221,0.018415602
SRR942604,0.017585639,0.108321995,0.87409234
DRR068371,0.003991309,0.0033077598,0.99270093
SRR6004957,0.0047637913,0.97681797,0.018418266
ERR1523284,0.0029309303,0.0054642437,0.9916048
ERR1297961,0.004054985,0.003224993,0.99272
ERR2729890,0.7687038,0.13541666,0.09587952
SRR1923226,0.004254613,0.0029968217,0.99274856
ERR1913087,0.0039189165,0.0034229301,0.9926582
SRR8609280,0.0051274034,0.0022498032,0.99262285
ERR1583067,0.00476245,0.97682184,0.018415734
SRR5313417,0.0047623515,0.9768222,0.018415568
SRR6457432,0.0047738533,0.97679055,0.018435553
SRR6931509,0.0048924736,0.002417614,0.9926899
ERR2059951,0.0037517145,0.003633456,0.99261487
ERR675274,0.0044882945,0.0027884191,0.9927233
SRR5590643,0.0047624223,0.97682184,0.018415703
ERR996144,0.004151361,0.0031118987,0.9927368
SRR516061,0.004762251,0.9768225,0.018415218
ERR1315418,0.003718845,0.0037413912,0.9925398
SRR5902508,0.0047817696,0.97676986,0.01844838
ERR1256741,0.003705454,0.0036998538,0.99259466
SRR620240,0.0045901504,0.002666159,0.99274373
ERR1583026,0.0047623515,0.9768222,0.018415565
ERR2233283,0.004773082,0.9767924,0.018434515
ERR866616,0.0035458289,0.003956931,0.9924973
ERR441112,0.0040367623,0.0032459814,0.99271727
SRR1633030,0.00405793,0.00321999,0.9927221
ERR1689583,0.0046645906,0.0026028524,0.9927326
ERR675673,0.004046329,0.0032547803,0.99269885
SRR1461638,0.0042810305,0.0029788185,0.9927402
ERR1913046,0.0038988201,0.0034320645,0.9926691
SRR1025258,0.004762476,0.9768216,0.018415796
ERR1829024,0.0035079296,0.0040354524,0.9924567
ERR720098,0.003932271,0.0033938196,0.99267393
ERR2784771,0.0038617235,0.0035191667,0.9926191
ERR543036,0.004763272,0.9768187,0.01841808
ERR2013464,0.0027922546,0.0057207523,0.991487
SRR935545,0.0045762095,0.0026786213,0.9927451
SRR5983271,0.0037753151,0.0036283208,0.9925964
SRR1632426,0.0044098543,0.002859802,0.9927303
ERR1135711,0.0042793043,0.0029889618,0.99273175
SRR1761170,0.002035302,0.009348133,0.9886165
SRR5831862,0.0042777117,0.0029728096,0.99274945
SRR6412051,0.0047669956,0.0025159572,0.992717
SRR1302173,0.0047623515,0.9768222,0.018415568
SRR919530,0.0044597546,0.0027865772,0.9927537
DRR018763,0.0044949665,0.0027555143,0.99274945
ERR391746,0.0047623515,0.9768222,0.018415568
ERR498662,0.004226702,0.0030257402,0.9927476
ERR1523796,0.0021985017,0.008298681,0.9895028
ERR1313832,0.004402984,0.0028424617,0.9927545
SRR6932235,0.0038947081,0.003444213,0.9926611
SRR4408765,0.0047623515,0.9768222,0.018415568
SRR1461118,0.004265068,0.0030010003,0.99273396
SRR919881,0.0051139113,0.00225942,0.9926267
ERR1582445,0.004763314,0.97681934,0.018417325
SRR2922964,0.0038531933,0.0035137532,0.99263304
ERR444528,0.005143732,0.0022386927,0.99261755
SRR2657973,0.004041857,0.003258324,0.9926998
ERR2738908,0.0042503937,0.0030098788,0.99273974
ERR2043081,0.0047637485,0.97681993,0.018416267
SRR6367225,0.0043457453,0.002928826,0.9927254
ERR430952,0.004764858,0.97681504,0.018420111
ERR499755,0.0039789756,0.0033188737,0.9927021
ERR1383547,0.0042043473,0.0030707053,0.9927249
SRR7449243,0.004328625,0.002980629,0.99269074
ERR2003278,0.004538127,0.0027131557,0.9927488
SRR6414026,0.004685775,0.002585052,0.9927291
ERR1811270,0.0041011944,0.0031818664,0.9927169
SRR5868649,0.004020081,0.0032664859,0.9927134
SRR5150238,0.0057473844,0.9744038,0.01984881
ERR2271615,0.004763256,0.9768196,0.018417206
ERR1701274,0.0040421607,0.0032392256,0.9927186
SRR5155782,0.0041433317,0.0031317563,0.9927249
SRR5141884,0.003854984,0.0034829334,0.9926621
SRR5155929,0.0050268616,0.0023190954,0.9926541
SRR3633336,0.0047623576,0.9768221,0.018415602
ERR522147,0.0038403068,0.0035390714,0.9926206
ERR579698,0.0038773024,0.0034552137,0.9926675
ERR525913,0.0037685763,0.0036059716,0.9926254
SRR5915488,0.004890705,0.9764788,0.018630615
SRR6414380,0.004087758,0.003184117,0.9927281
SRR5165861,0.0037749396,0.003619538,0.99260557
ERR1583153,0.0047623515,0.9768222,0.018415568
ERR1310541,0.004271526,0.0029903126,0.9927382
SRR8609304,0.0030303632,0.0050313203,0.9919383
SRR8605237,0.0043078107,0.002940735,0.9927515
SRR5915643,0.0047623515,0.9768222,0.018415568
ERR1384863,0.004042175,0.0032415239,0.9927164
ERR2261892,0.0040667458,0.0032427132,0.9926905
ERR365925,0.00416041,0.0031007556,0.9927388
ERR923585,0.0041195266,0.003156887,0.99272364
ERR1582840,0.00476234,0.9768222,0.01841553
ERR1690462,0.0045796405,0.0026768374,0.9927435
SRR1824410,0.0047623515,0.9768222,0.018415568
SRR6054687,0.0044253757,0.0028275244,0.9927471
ERR1109392,0.0045727366,0.0026817562,0.99274546
SRR4431497,0.004762331,0.9768222,0.0184155
ERR1384052,0.0042737983,0.0029812173,0.99274504
SRR1175884,0.0049333354,0.0023869681,0.9926797
SRR5870206,0.0039717345,0.0033274817,0.9927008
ERR1519406,0.004048675,0.0032800494,0.99267125
ERR1762090,0.004114925,0.0031746577,0.9927105
SRR2168105,0.0047623515,0.9768222,0.018415568
ERR833327,0.004762349,0.9768222,0.018415555
ERR833328,0.004767102,0.9768143,0.018418556
SRR8609408,0.0027045985,0.005986442,0.9913089
ERR1467045,0.0038585537,0.0034797317,0.9926617
ERR1309984,0.00409987,0.0031705778,0.9927295
SRR8611206,0.0031374798,0.0047692987,0.99209327
SRR4826809,0.00476246,0.9768216,0.01841601
ERR2511477,0.0039634476,0.0033888398,0.99264777
ERR543788,0.0047626807,0.9768208,0.018416561
ERR2538364,0.0047866595,0.002512937,0.9927004
ERR543068,0.00477759,0.9767173,0.018505005
SRR7453254,0.004367288,0.0029204406,0.99271226
ERR525709,0.004031374,0.003256197,0.9927125
ERR2595853,0.004187518,0.003095988,0.9927165
SRR4826919,0.004763083,0.97681993,0.018416958
SRR1426014,0.003765705,0.0036867538,0.9925476
SRR3581232,0.004034295,0.0032773733,0.9926884
ERR1689866,0.0043535386,0.0028942674,0.9927522
SRR5431428,0.0060636,0.055569172,0.93836725
SRR5440363,0.0042274925,0.003031977,0.9927406
ERR1382360,0.0041823415,0.0030868724,0.9927308
ERR2511632,0.0039105695,0.0034410288,0.9926484
SRR6931727,0.004546288,0.0027059114,0.99274784
ERR500303,0.004374516,0.0028710496,0.9927544
ERR1383708,0.0041066287,0.0031784906,0.99271494
SRR1631791,0.0047623515,0.9768222,0.018415561
SRR5803330,0.0047642076,0.9768116,0.018424131
SRR3624357,0.0047623515,0.9768222,0.018415568
SRR1119053,0.0047656917,0.9768126,0.018421758
SRR5083155,0.0035626995,0.00400793,0.9924293
ERR1616412,0.0034193983,0.0041874014,0.99239314
SRR5915480,0.0047630453,0.9768201,0.018416824
ERR500219,0.003971023,0.0033285439,0.9927005
ERR1462871,0.0042962395,0.002950707,0.992753
SRR5699514,0.004249832,0.0030001577,0.99275005
ERR1583430,0.0047604213,0.97683096,0.018408732
ERR309715,0.003947712,0.0033996694,0.99265254
SRR1426462,0.00409731,0.003177002,0.99272573
SRR6264707,0.0041969907,0.003074219,0.9927288
ERR1690644,0.0053715156,0.0020944967,0.9925339
ERR1384621,0.004541574,0.0027123308,0.99274606
SRR5916537,0.004762308,0.9768222,0.018415539
SRR505160,0.0039389315,0.0033941562,0.9926669
ERR520780,0.0040402794,0.0033018154,0.99265784
SRR6901937,0.8181858,0.1281957,0.05361848
SRR6746030,0.0047623515,0.9768222,0.018415568
SRR2154912,0.0044880407,0.0027596983,0.9927523
ERR1582891,0.0047621997,0.97682273,0.018415047
SRR3741960,0.0047702035,0.97679657,0.01843325
SRR2145613,0.003923361,0.0034145105,0.9926621
SRR996932,0.0046173884,0.0026433398,0.99273926
ERR2523255,0.0027868622,0.006237149,0.99097604
SRR7453550,0.0033324778,0.0043564714,0.9923111
ERR1689009,0.004563892,0.0026902987,0.9927458
SRR5908269,0.0047623753,0.97682196,0.018415619
ERR2233293,0.004778165,0.97677886,0.018443048
SRR900243,0.0027598706,0.0057932013,0.991447
SRR1661378,0.0041925795,0.003067462,0.99274
SRR5431480,0.0043867,0.002867916,0.99274534
SRR6028189,0.004312895,0.0029451682,0.99274194
ERR924173,0.0031322083,0.0047799842,0.9920878
ERR1689194,0.004456032,0.002792234,0.9927517
SRR2549670,0.004762353,0.9768221,0.01841558
ERR1691396,0.0043387306,0.0029126569,0.9927487
ERR1428392,0.0045387563,0.0027125746,0.9927487
SRR5181165,0.004762436,0.97682184,0.018415725
ERR1103130,0.004762422,0.9768217,0.018415798
ERR1135725,0.002870868,0.006160468,0.99096864
SRR6292335,0.0047623515,0.9768222,0.018415568
ERR3005958,0.0042053605,0.0030644508,0.9927302
SRR8610107,0.0029612184,0.010820754,0.98621804
ERR1690151,0.004453232,0.002798617,0.9927482
SRR6823594,0.0047657876,0.9768123,0.018421957
SRR5525225,0.0043011536,0.002946494,0.9927523
SRR388075,0.004266342,0.0029824923,0.9927511
ERR2730275,0.0042670313,0.0029842618,0.9927487
ERR1533832,0.0041840705,0.0031429618,0.992673
ERR499034,0.0041212374,0.0032111567,0.9926676
ERR2738979,0.004218342,0.0030487606,0.99273294
SRR7449150,0.00424096,0.0030557634,0.9927033
ERR883492,0.004169149,0.003103125,0.99272776
ERR1384140,0.0041561592,0.0031172694,0.99272656
ERR1263652,0.003523419,0.003997864,0.9924787
ERR1689246,0.0042197723,0.003034952,0.9927452
ERR2531916,0.004014604,0.00327356,0.9927119
SRR3581234,0.004253183,0.0030209757,0.99272585
ERR532146,0.00406501,0.0032128494,0.9927221
SRR1631550,0.004538611,0.0027127105,0.9927487
SRR5165643,0.0042581037,0.0030460227,0.9926959
DRR030594,0.0046751862,0.0025921464,0.9927327
ERR1533761,0.0043834434,0.002872934,0.9927436
ERR1725548,0.0039240993,0.0033894808,0.9926864
ERR1548681,0.0038005,0.0035636572,0.9926359
SRR5097528,0.0048877303,0.9764825,0.018629715
ERR499496,0.0040182592,0.003305544,0.9926762
SRR1805149,0.004762255,0.97682244,0.018415244
ERR2495297,0.0041605365,0.003101609,0.9927378
SRR2163490,0.004317799,0.0029396978,0.99274254
ERR498986,0.0042590615,0.0029910908,0.9927498
ERR579509,0.0040581073,0.0032294788,0.9927125
SRR8605669,0.002698321,0.0141667975,0.98313487
SRR6931499,0.0044513643,0.0027946206,0.99275404
SRR6411834,0.00445664,0.0027896734,0.9927537
SRR6348025,0.0047623515,0.9768222,0.018415561
ERR1905731,0.0036018572,0.0038656443,0.99253255
SRR1016815,0.0052019055,0.9756742,0.019123817
ERR441826,0.004488485,0.0027594478,0.9927521
SRR6207103,0.004762611,0.97682047,0.01841692
ERR469675,0.0042485637,0.0030628354,0.9926886
ERR1897172,0.0047612535,0.97682697,0.018411774
ERR543402,0.0047732363,0.9767868,0.018440036
SRR2761047,0.0045524123,0.0027024793,0.9927451
ERR1109610,0.0039160606,0.003400078,0.9926838
SRR8605825,0.002193477,0.008267129,0.9895393
ERR1897194,0.004761913,0.976824,0.018414088
SRR8610039,0.0027141094,0.006064929,0.99122095
SRR5468187,0.0047623515,0.9768222,0.018415568
ERR1522484,0.0024939263,0.0067556384,0.9907505
SRR1617969,0.0043760655,0.0028686505,0.99275523
ERR765843,0.0023848226,0.007267138,0.990348
SRR6148418,0.005115117,0.0022579222,0.99262697
SRR3664341,0.0047623515,0.9768222,0.018415568
ERR1924336,0.8179535,0.1280407,0.054005824
ERR1398187,0.0041291686,0.0031507579,0.9927201
ERR1384301,0.004049157,0.003238572,0.99271226
SRR952089,0.019208021,0.20959814,0.7711938
ERR1109649,0.004429569,0.0028157237,0.99275476
ERR209552,0.0043904413,0.002863288,0.9927463
ERR441900,0.0042863805,0.0029615765,0.9927521
ERR441479,0.004718465,0.002555837,0.99272573
SRR505247,0.004193098,0.003089023,0.99271786
ERR2013472,0.0030068867,0.0051389714,0.9918541
SRR2897260,0.003559261,0.0039895945,0.99245113
SRR923484,0.013204713,0.15438423,0.8324111
SRR5916516,0.00476286,0.97682023,0.018416854
SRR6444504,0.0040258397,0.0032852634,0.99268883
ERR2738592,0.0040138164,0.0032889447,0.9926972
SRR7449103,0.004293273,0.0029562565,0.9927504
SRR6457538,0.00476241,0.9768217,0.018415853
SRR7479554,0.004762333,0.9768222,0.018415503
SRR6038262,0.0037579804,0.003643506,0.99259853
SRR770299,0.004765792,0.9768122,0.018422129
SRR7453274,0.0033278873,0.004366146,0.99230593
SRR4414892,0.004763037,0.97681886,0.01841807
ERR501095,0.004099929,0.0031696693,0.99273044
SRR6005015,0.0047697946,0.9767994,0.018430786
SRR5460267,0.0047623515,0.9768222,0.018415568
SRR1583590,0.004557738,0.002695798,0.9927464
SRR6931713,0.003920733,0.0033960189,0.99268323
SRR1949103,0.0038352949,0.003538753,0.9926259
ERR2777839,0.00377126,0.0036167444,0.99261206
ERR531675,0.0037901585,0.0035745588,0.9926353
SRR6412019,0.0046094605,0.0026491927,0.99274135
SRR5467603,0.0034849646,0.004062859,0.9924522
ERR1385426,0.0040691723,0.0032219333,0.9927089
SRR1049533,0.017517114,0.10277723,0.8797056
SRR3419394,0.0030796696,0.00490459,0.9920157
ERR1913098,0.0038417547,0.0035677054,0.99259055
SRR1602727,0.0047624875,0.9768212,0.018416332
ERR1533651,0.0038159345,0.0036145463,0.9925695
ERR2888355,0.004762879,0.97682047,0.018416665
ERR1689403,0.004516704,0.0027352301,0.9927481
SRR5870015,0.004114616,0.0031523663,0.992733
ERR833144,0.0038934574,0.0034311211,0.9926755
ERR3005952,0.004020527,0.0032675308,0.9927119
SRR1184154,0.0047623515,0.9768222,0.018415568
SRR6931916,0.004768295,0.0025149118,0.9927168
SRR1763040,0.00329975,0.004415519,0.99228466
SRR3633373,0.0047623552,0.9768221,0.018415589
SRR5002137,0.004763678,0.9768167,0.018419549
SRR1583169,0.0055982587,0.001965395,0.99243635
SRR3191012,0.0041991225,0.0030673365,0.9927335
ERR765989,0.0024257025,0.007095479,0.9904789
ERR209769,0.004147705,0.0031300264,0.9927222
ERR833491,0.004762349,0.9768222,0.018415561
ERR1315661,0.004259866,0.0029907327,0.99274933
ERR2495460,0.004274485,0.0029767796,0.9927488
SRR5176175,0.0048470786,0.97659975,0.018553216
SRR5514571,0.004763625,0.97681844,0.018417843
SRR6038364,0.0039147763,0.003458193,0.9926271
SRR920661,0.004596847,0.0026602035,0.9927429
SRR5180699,0.0047623515,0.9768222,0.018415568
SRR5823486,0.0047636786,0.9768182,0.01841808
SRR6932463,0.0047807433,0.0025048812,0.99271435
ERR589336,0.0047621373,0.976823,0.018414851
ERR2709770,0.004498259,0.0027501006,0.9927516
ERR2511888,0.0039498038,0.0033981542,0.9926521
SRR5179904,0.0051346626,0.9758497,0.01901563
SRR8608355,0.003455618,0.0041307816,0.9924136
SRR2168087,0.0047623636,0.97682196,0.01841559
ERR1548930,0.0020291868,0.009216024,0.98875487
ERR983851,0.0042392206,0.0030116774,0.99274915
ERR1582812,0.004762349,0.9768222,0.018415555
SRR8605453,0.00263728,0.0106252795,0.98673743
SRR3037076,0.0038156088,0.0035390765,0.99264526
SRR6679571,0.019229284,0.28870463,0.69206613
SRR995629,0.0042481255,0.0032353958,0.99251646
ERR1263238,0.0038328767,0.0035557675,0.99261135
ERR1762116,0.0043065534,0.0029463393,0.9927471
SRR632589,0.0047671827,0.9768084,0.018424472
ERR309669,0.0037880554,0.0035932271,0.99261874
SRR062183,0.0047623515,0.9768222,0.018415568
SRR5431345,0.004114664,0.00315596,0.99272937
ERR1428387,0.0037773584,0.003592702,0.9926299
SRR5180882,0.0049567265,0.97628784,0.018755395
SRR5902507,0.005061041,0.97604513,0.018893894
SRR5331940,0.0047623515,0.9768222,0.018415568
SRR5915167,0.00493449,0.9763659,0.018699666
ERR1593516,0.0047702747,0.9767991,0.01843066
ERR1467111,0.0049460353,0.0023775648,0.9926764
ERR1310431,0.0039390805,0.0033738913,0.992687
ERR1583116,0.0047623515,0.9768222,0.018415568
SRR996147,0.003993729,0.0032994978,0.9927067
SRR7449123,0.0034202691,0.004184703,0.99239504
SRR6975985,0.0047622803,0.97682244,0.018415332
ERR499523,0.004220725,0.0030339626,0.99274534
ERR522492,0.0043795756,0.0028731204,0.99274737
SRR1618135,0.0041640806,0.0031044006,0.9927315
ERR1583181,0.0047623515,0.9768222,0.018415568
SRR1704623,0.004608061,0.00265616,0.99273574
ERR1263915,0.0037537613,0.003632967,0.9926133
SRR769734,0.004762406,0.9768217,0.018415801
ERR1811217,0.004066633,0.0032386645,0.99269474
ERR498455,0.0041732118,0.0030860556,0.9927408
ERR1310828,0.00433896,0.0029104813,0.9927505
SRR1461156,0.004188918,0.0030976958,0.9927134
SRR5525183,0.00429979,0.002948362,0.99275184
DRR030589,0.0046396493,0.0026227725,0.9927376
ERR1263580,0.0043228315,0.0029357262,0.99274147
SRR5915169,0.00476249,0.97682124,0.018416248
ERR2560681,0.0047206124,0.002562401,0.9927169
SRR1950720,0.0026173277,0.0063019902,0.9910807
ERR2233282,0.0047823344,0.9767646,0.018453084
ERR2538521,0.0029159866,0.0054088864,0.99167514
ERR1512026,0.0046427725,0.002619949,0.99273723
ERR1689527,0.0044474914,0.0028075844,0.9927449
SRR1618217,0.0043175654,0.002934984,0.9927475
SRR5915348,0.0047623515,0.9768222,0.018415568
SRR6412148,0.004556054,0.0026970075,0.9927469
ERR579419,0.003997702,0.0033019928,0.9927003
SRR7081166,0.0052005206,0.9757009,0.019098494
ERR1582404,0.004761955,0.9768237,0.018414337
SRR632535,0.0047627185,0.97682106,0.018416233
ERR986159,0.004122376,0.0031638993,0.99271375
SRR5155939,0.00397176,0.0034248345,0.9926035
SRR5699356,0.0043836487,0.002861063,0.99275523
SRR3027138,0.0047623515,0.9768222,0.018415568
SRR4415491,0.0047634123,0.976819,0.018417506
ERR499695,0.0039742603,0.00332428,0.9927014
SRR7453868,0.0046666567,0.0025995118,0.99273384
SRR2046635,0.0039720736,0.003327047,0.9927008
SRR996703,0.0038330148,0.0035133054,0.9926537
SRR8608367,0.005169768,0.021047471,0.9737828
ERR1522845,0.002036077,0.009190732,0.98877317
SRR6765071,0.004127378,0.003138984,0.9927336
SRR2154978,0.0033171016,0.004446929,0.99223596
SRR6823583,0.004790794,0.9767443,0.018464934
SRR5177260,0.0047623515,0.9768222,0.018415568
ERR1384862,0.004014733,0.0032934325,0.9926918
ERR498460,0.0037558314,0.0036795007,0.9925647
ERR2188013,0.0045465482,0.0027054471,0.99274796
ERR2560619,0.003970162,0.0033705109,0.9926594
ERR1019704,0.004254727,0.0030386683,0.9927066
SRR3884386,0.0047624824,0.9768216,0.018415874
SRR3923300,0.004775832,0.97672343,0.018500688
ERR1677166,0.004023747,0.01872828,0.977248
ERR1744181,0.0042892476,0.0029628465,0.99274796
SRR6316014,0.0044287555,0.0028165411,0.99275464
ERR1135387,0.0044145864,0.0028488906,0.9927366
SRR2443013,0.0047623883,0.97682184,0.018415729
ERR1725940,0.75993747,0.13886717,0.101195395
SRR2558621,0.0047623515,0.9768222,0.018415568
SRR6235228,0.004763193,0.9768177,0.018419046
SRR2923789,0.0043308293,0.0029166029,0.99275255
SRR6670998,0.003767246,0.0036098643,0.99262285
SRR6507279,0.0047623864,0.97682196,0.018415632
ERR1937993,0.0035914015,0.0039137434,0.9924948
SRR3095109,0.004119112,0.0031497763,0.99273115
SRR6411533,0.004824118,0.0024703937,0.9927055
SRR6394071,0.004399538,0.0028462526,0.99275416
SRR1175877,0.005018724,0.002325148,0.9926561
SRR3931550,0.004028823,0.0032556886,0.99271554
ERR2991818,0.0038783548,0.0034507355,0.9926709
SRR7704494,0.0049621556,0.002365759,0.9926721
DRR048258,0.0042209513,0.0030575085,0.9927215
ERR1691612,0.0042578727,0.0029958277,0.9927463
ERR1691035,0.0039693723,0.0034735114,0.99255705
SRR5916556,0.0047623515,0.9768222,0.018415568
SRR5688010,0.0043031434,0.002943584,0.9927532
ERR1467052,0.004220456,0.0030350152,0.99274457
SRR3030594,0.0041043786,0.003184669,0.99271095
SRR1999008,0.0028076537,0.005650542,0.9915418
ERR1311314,0.0043910625,0.0028689331,0.99274
DRR043906,0.0041175038,0.0031509013,0.99273163
SRR5440357,0.0022945155,0.014000546,0.983705
SRR8610886,0.0023329624,0.011578304,0.9860888
SRR2849453,0.005546963,0.07042848,0.9240245
ERR1383961,0.004080082,0.0032045029,0.9927154
ERR1226430,0.0023000927,0.007825578,0.98987436
SRR6451802,0.0041489094,0.0031237344,0.9927274
SRR6931606,0.003694027,0.0038307433,0.9924752
ERR1691805,0.0042536682,0.0030085198,0.9927378
SRR8609750,0.0054555694,0.002045035,0.9924994
ERR1310224,0.003756309,0.0036465926,0.9925971
ERR487311,0.017169287,0.0728505,0.90998024
ERR209643,0.004011232,0.0033029052,0.9926858
SRR6931534,0.0048753214,0.0024306835,0.992694
ERR1897112,0.004762331,0.9768222,0.0184155
ERR451471,0.004223634,0.0030523378,0.992724
SRR7275945,0.005133138,0.9758591,0.019007742
ERR1896801,0.002096504,0.008775391,0.9891282
ERR2985258,0.82238626,0.13296671,0.044647053
SRR387981,0.004297991,0.0029491524,0.9927529
SRR6444031,0.004000507,0.0033221915,0.99267733
SRR943272,0.0021635871,0.008690359,0.989146
ERR579825,0.00395241,0.003357878,0.99268967
SRR5165754,0.004121231,0.0031459448,0.9927328
ERR522689,0.00408549,0.0031915077,0.99272305
ERR1690141,0.0044760685,0.0027776295,0.9927463
ERR1691386,0.004217228,0.003039894,0.9927429
SRR8605506,0.0028951226,0.005515922,0.991589
ERR1103211,0.004756895,0.97684586,0.018397268
ERR1382398,0.00409687,0.0031855784,0.9927175
ERR2247342,0.004109663,0.0031753622,0.99271494
ERR1829031,0.0040909294,0.0031867032,0.99272233
SRR6054562,0.0039284467,0.0034347163,0.9926368
SRR6436936,0.004863269,0.0024402589,0.9926965
SRR5822884,0.003393394,0.004252577,0.99235404
DRR024139,0.0041304464,0.0031489618,0.9927206
SRR5431272,0.002160023,0.00838992,0.98945004
SRR7448657,0.0033759996,0.004265023,0.992359
SRR788714,0.004762353,0.9768221,0.01841558
SRR618684,0.004762565,0.9768207,0.018416766
SRR2098534,0.0047623515,0.9768222,0.018415568
SRR7449458,0.004026908,0.0032609012,0.99271226
ERR209196,0.0044582444,0.0027882077,0.99275357
SRR4826990,0.0047624065,0.97682184,0.018415794
SRR5331928,0.016952004,0.9645301,0.018517876
ERR2187950,0.0046357424,0.0026260475,0.9927382
SRR5467999,0.0040875147,0.0031847062,0.99272776
ERR380943,0.0038321174,0.0035354062,0.99263245
ERR1760050,0.0050941836,0.0022727088,0.99263304
ERR1589348,0.0047675385,0.9768073,0.018425116
SRR6409071,0.0045714616,0.0026829334,0.9927456
SRR4826094,0.00478606,0.9767553,0.018458597
SRR959267,0.002218841,0.012501829,0.9852793
ERR719368,0.0041710264,0.0031011782,0.99272776
ERR520816,0.0039062449,0.0034516836,0.9926421
